Date: 09-20 at 09:03:10, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1665.20(13), mean: 3665.69, max: 4099.78
Date: 09-20 at 09:04:37, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1458.95(13), mean: 3403.82, max: 3993.63
Date: 09-20 at 09:06:08, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1339.75(12), mean: 3169.87, max: 3685.73
Date: 09-20 at 09:07:36, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1178.90(14), mean: 1300.33, max: 1428.83
Date: 09-20 at 09:08:59, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1085.54(12), mean: 1310.88, max: 1428.17
Date: 09-20 at 09:10:24, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1013.03(12), mean: 1242.62, max: 1405.25
Date: 09-20 at 09:11:49, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 1010.96(12), mean: 1298.07, max: 1492.26
Date: 09-20 at 09:13:14, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 936.09(13), mean: 1191.27, max: 1430.65
Date: 09-20 at 09:14:37, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 924.73(12), mean: 1084.48, max: 1379.51
Date: 09-20 at 09:15:59, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 919.53(12), mean: 1141.35, max: 1437.88
Date: 09-20 at 09:17:23, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 869.02(11), mean: 1178.45, max: 1481.40
Date: 09-20 at 09:18:48, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 1033.01, max: 1349.56
Date: 09-20 at 09:20:09, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 1031.20, max: 1195.72
Date: 09-20 at 09:21:29, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 971.44, max: 1128.23
Date: 09-20 at 09:22:52, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 943.75, max: 1025.25
Date: 09-20 at 09:24:11, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 961.71, max: 1052.34
Date: 09-20 at 09:25:33, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 1056.80, max: 1559.41
Date: 09-20 at 09:26:53, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 956.88, max: 1076.23
Date: 09-20 at 09:28:11, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 946.88, max: 1060.06
Date: 09-20 at 09:29:29, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 941.35, max: 999.88
Date: 09-20 at 09:30:58, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 1030.99, max: 1373.04
Date: 09-20 at 09:32:23, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 3476.53, max: 4249.31
Date: 09-20 at 09:33:51, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94, best obj: 861.24(11), mean: 3273.74, max: 3947.45
