Date: 07-16 at 17:39:15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1870.80(22) mean: 2577.93, max: 2806.75
Date: 07-16 at 17:40:36, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1761.28(23) mean: 2427.77, max: 2825.35
Date: 07-16 at 17:41:57, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1714.33(22) mean: 2434.68, max: 2831.87
Date: 07-16 at 17:43:18, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1707.72(22) mean: 1823.43, max: 1882.47
Date: 07-16 at 17:44:36, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1694.36(22) mean: 1827.55, max: 1936.27
Date: 07-16 at 17:45:55, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1694.36(22) mean: 1858.95, max: 1965.91
Date: 07-16 at 17:47:16, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1694.36(22) mean: 1821.63, max: 2017.28
Date: 07-16 at 17:48:34, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1694.36(22) mean: 1848.34, max: 2023.89
Date: 07-16 at 17:49:56, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1694.36(22) mean: 1795.08, max: 2030.08
Date: 07-16 at 20:53:42, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1813.16(22) mean: 2456.27, max: 2693.53
Date: 07-16 at 20:54:21, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1765.05(22) mean: 2346.39, max: 2721.17
Date: 07-16 at 20:55:01, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1754.12(22) mean: 2342.53, max: 2684.81
Date: 07-16 at 20:55:43, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1754.12(22) mean: 2249.43, max: 2647.00
Date: 07-16 at 20:56:26, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1754.12(22) mean: 2139.63, max: 2687.41
Date: 07-16 at 20:57:09, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1754.12(22) mean: 2035.19, max: 2665.92
Date: 07-16 at 20:57:55, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1754.12(22) mean: 1821.99, max: 1907.59
Date: 07-16 at 20:58:41, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1737.73(22) mean: 1895.75, max: 2071.76
Date: 07-16 at 20:59:25, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1716.93(22) mean: 1839.37, max: 2107.49
Date: 07-16 at 21:00:09, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1613.59 best obj: 1703.30(22) mean: 1867.66, max: 2142.97
