Date: 06-29 at 12:10:21, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1766.83(22) mean: 2349.86, max: 2826.67
Date: 06-29 at 12:12:05, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1741.14(22) mean: 2363.64, max: 2777.38
Date: 06-29 at 12:13:36, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1741.14(22) mean: 2308.86, max: 2798.05
Date: 06-29 at 12:14:59, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1741.14(22) mean: 2239.93, max: 2801.51
Date: 06-29 at 12:16:09, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1741.14(22) mean: 2252.71, max: 2763.26
Date: 06-29 at 12:17:22, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1741.14(22) mean: 2092.81, max: 2656.30
Date: 06-29 at 12:18:23, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1782.50(22) mean: 2471.37, max: 2777.73
Date: 06-29 at 12:18:48, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1741.14(22) mean: 1949.08, max: 2624.92
Date: 06-29 at 12:19:49, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1727.62(21) mean: 2491.07, max: 2805.94
Date: 06-29 at 12:20:22, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1731.07(22) mean: 1876.42, max: 2579.39
Date: 06-29 at 12:21:09, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1696.98(21) mean: 2441.59, max: 2831.64
Date: 06-29 at 12:21:50, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1731.07(22) mean: 1844.89, max: 1906.37
Date: 06-29 at 12:22:26, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1696.98(21) mean: 2439.27, max: 2807.22
Date: 06-29 at 12:23:16, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1731.07(22) mean: 1837.88, max: 1936.45
Date: 06-29 at 12:23:58, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1696.98(21) mean: 2438.67, max: 2782.10
Date: 06-29 at 12:24:58, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1731.07(22) mean: 1842.68, max: 1960.52
Date: 06-29 at 12:25:46, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1696.98(21) mean: 2439.00, max: 2811.46
