Date: 06-30 at 06:30:48, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1841.03(22) mean: 2515.30, max: 2811.70
Date: 06-30 at 06:32:05, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1763.46(22) mean: 2360.41, max: 2802.87
Date: 06-30 at 06:33:18, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1761.93(22) mean: 2371.06, max: 2823.21
Date: 06-30 at 06:34:31, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1706.14(21) mean: 2206.94, max: 2671.98
Date: 06-30 at 06:35:51, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1706.14(21) mean: 2163.38, max: 2691.36
Date: 06-30 at 06:37:10, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1706.14(21) mean: 1945.06, max: 2693.14
Date: 06-30 at 06:38:25, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1706.14(21) mean: 1845.67, max: 1931.66
Date: 06-30 at 06:39:42, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1706.14(21) mean: 1875.73, max: 1966.13
Date: 06-30 at 06:41:03, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1706.14(21) mean: 1778.58, max: 1887.16
Date: 06-30 at 06:42:23, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1706.14(21) mean: 1790.08, max: 1861.59
Date: 06-30 at 06:43:41, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1706.14(21) mean: 1774.79, max: 1910.11
Date: 06-30 at 06:45:00, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1706.14(21) mean: 1766.29, max: 1916.89
Date: 06-30 at 06:46:11, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1701.36(23) mean: 1793.59, max: 1952.12
Date: 06-30 at 06:47:30, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.31(22) mean: 1801.67, max: 1962.00
Date: 06-30 at 06:48:45, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1783.58, max: 1888.43
Date: 06-30 at 06:50:09, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1733.77, max: 1768.06
Date: 06-30 at 06:51:29, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1730.90, max: 1820.59
Date: 06-30 at 06:52:50, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1731.12, max: 1773.00
Date: 06-30 at 06:54:14, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1726.64, max: 1771.17
Date: 06-30 at 06:55:42, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1725.68, max: 1766.17
Date: 06-30 at 06:57:01, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1736.73, max: 1764.36
Date: 06-30 at 06:58:29, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1723.86, max: 1752.79
Date: 06-30 at 06:59:51, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1721.77, max: 1747.66
Date: 06-30 at 07:01:10, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1729.07, max: 1769.29
Date: 06-30 at 07:02:36, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1761.46, max: 1798.57
Date: 06-30 at 07:03:56, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1735.36, max: 1778.55
Date: 06-30 at 07:05:26, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1773.84, max: 1830.29
Date: 06-30 at 07:06:47, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1772.90, max: 1867.59
Date: 06-30 at 07:08:09, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1751.07, max: 1805.33
Date: 06-30 at 07:09:35, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1737.74, max: 1809.91
Date: 06-30 at 07:10:54, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1736.30, max: 1781.28
Date: 06-30 at 07:12:09, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1767.55, max: 1824.08
Date: 06-30 at 07:13:42, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1752.68, max: 1788.41
Date: 06-30 at 07:14:57, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1746.32, max: 1777.32
Date: 06-30 at 07:16:18, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1730.33, max: 1769.50
Date: 06-30 at 07:17:43, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1731.55, max: 1773.42
Date: 06-30 at 07:19:03, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1729.05, max: 1769.50
Date: 06-30 at 07:20:32, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1725.36, max: 1769.50
Date: 06-30 at 07:21:56, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1724.69, max: 1769.50
Date: 06-30 at 07:23:18, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1724.69, max: 1769.50
Date: 06-30 at 07:24:43, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1724.69, max: 1769.50
Date: 06-30 at 07:26:14, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1722.88, max: 1769.50
Date: 06-30 at 07:27:26, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1742.19, max: 1782.64
Date: 06-30 at 07:28:39, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1691.30(22) mean: 1764.12, max: 1819.49
Date: 06-30 at 07:30:01, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1689.29(22) mean: 1714.23, max: 1744.75
Date: 06-30 at 07:31:20, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1689.29(22) mean: 1721.59, max: 1759.55
Date: 06-30 at 07:32:32, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1721.67, max: 1792.56
Date: 06-30 at 07:34:12, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1701.38, max: 1732.57
Date: 06-30 at 07:35:46, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1700.69, max: 1732.57
Date: 06-30 at 07:37:17, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1703.08, max: 1748.71
Date: 06-30 at 07:38:54, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1702.61, max: 1741.70
Date: 06-30 at 07:40:16, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1702.61, max: 1741.70
Date: 06-30 at 07:41:55, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1702.57, max: 1741.70
Date: 06-30 at 07:43:17, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1702.57, max: 1741.70
Date: 06-30 at 07:44:41, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1702.57, max: 1741.70
Date: 06-30 at 07:45:58, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1703.79, max: 1750.90
Date: 06-30 at 07:47:19, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1700.42, max: 1741.70
Date: 06-30 at 07:48:43, iter: 58, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1700.42, max: 1741.70
Date: 06-30 at 07:50:00, iter: 59, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1702.10, max: 1741.70
Date: 06-30 at 07:51:12, iter: 60, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1731.39, max: 1781.26
Date: 06-30 at 07:52:35, iter: 61, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1699.86, max: 1739.69
Date: 06-30 at 07:53:45, iter: 62, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1737.25, max: 1781.22
Date: 06-30 at 07:55:07, iter: 63, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1703.61, max: 1745.17
Date: 06-30 at 07:56:26, iter: 64, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1701.64, max: 1766.19
Date: 06-30 at 07:57:44, iter: 65, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1697.45, max: 1710.58
Date: 06-30 at 07:59:07, iter: 66, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59 best obj: 1688.02(22) mean: 1696.54, max: 1709.31
