Date: 08-10 at 19:41:02, iter: 1, new3, Khoo: 1135.52, current_best: 1450.21 best obj: 1450.21(14) mean: 2513.92, max: 3119.63
Date: 08-10 at 19:42:50, iter: 2, new3, Khoo: 1135.52, current_best: 1375.50 best obj: 1375.50(13) mean: 2373.18, max: 3086.67
Date: 08-10 at 19:44:31, iter: 3, new3, Khoo: 1135.52, current_best: 1374.76 best obj: 1374.76(13) mean: 2326.46, max: 2966.83
Date: 08-10 at 19:46:25, iter: 4, new3, Khoo: 1135.52, current_best: 1374.76 best obj: 1374.76(13) mean: 2352.96, max: 2990.58
Date: 08-10 at 19:48:13, iter: 5, new3, Khoo: 1135.52, current_best: 1374.76 best obj: 1374.76(13) mean: 2275.82, max: 3013.19
Date: 08-10 at 19:50:13, iter: 6, new3, Khoo: 1135.52, current_best: 1370.26 best obj: 1370.26(14) mean: 1498.19, max: 1723.11
Date: 08-10 at 19:51:54, iter: 7, new3, Khoo: 1135.52, current_best: 1317.91 best obj: 1317.91(12) mean: 1527.57, max: 1786.61
Date: 08-10 at 19:53:32, iter: 8, new3, Khoo: 1135.52, current_best: 1277.01 best obj: 1277.01(12) mean: 1592.41, max: 1868.12
Date: 08-10 at 19:55:12, iter: 9, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(12) mean: 1614.43, max: 1913.42
Date: 08-10 at 19:56:59, iter: 10, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(12) mean: 1449.86, max: 1661.08
Date: 08-10 at 19:58:40, iter: 11, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(12) mean: 1480.72, max: 1693.97
Date: 08-10 at 20:00:31, iter: 12, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(12) mean: 1488.22, max: 1635.10
Date: 08-10 at 20:02:32, iter: 14, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(12) mean: 1515.82, max: 1858.28
Date: 08-10 at 20:04:03, iter: 15, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(12) mean: 1499.52, max: 1894.82
Date: 08-10 at 20:05:41, iter: 16, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(12) mean: 1513.27, max: 1883.68
Date: 08-10 at 20:07:22, iter: 17, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(12) mean: 1460.00, max: 1812.77
Date: 08-10 at 20:09:01, iter: 19, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(12) mean: 1632.22, max: 2006.31
Date: 08-10 at 20:10:58, iter: 21, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1274.25(13) mean: 1518.20, max: 1859.07
Date: 08-10 at 20:12:50, iter: 22, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1340.12(13) mean: 1593.62, max: 2007.56
Date: 08-10 at 20:14:35, iter: 23, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1290.99(13) mean: 1482.68, max: 1853.91
Date: 08-10 at 20:16:07, iter: 25, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1290.99(13) mean: 1620.96, max: 2068.62
Date: 08-10 at 20:17:54, iter: 26, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1290.99(13) mean: 1460.58, max: 1798.49
Date: 08-10 at 20:19:32, iter: 27, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1290.99(13) mean: 1450.17, max: 1685.87
Date: 08-10 at 20:21:10, iter: 28, new3, Khoo: 1135.52, current_best: 1274.25 best obj: 1290.99(13) mean: 1484.35, max: 1704.13
Date: 08-10 at 20:22:49, iter: 29, new3, Khoo: 1135.52, current_best: 1257.84 best obj: 1257.84(12) mean: 1387.30, max: 1572.59
Date: 08-10 at 20:24:33, iter: 30, new3, Khoo: 1135.52, current_best: 1244.82 best obj: 1244.82(12) mean: 1349.31, max: 1545.70
Date: 08-10 at 20:26:11, iter: 31, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(12) mean: 1329.47, max: 1413.97
Date: 08-10 at 20:27:50, iter: 32, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(12) mean: 1319.65, max: 1450.42
Date: 08-10 at 20:29:33, iter: 33, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(12) mean: 1308.67, max: 1383.04
Date: 08-10 at 20:31:10, iter: 34, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(12) mean: 1295.33, max: 1338.11
Date: 08-10 at 20:32:59, iter: 36, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(12) mean: 1357.60, max: 1513.25
Date: 08-10 at 20:34:37, iter: 37, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(12) mean: 1345.11, max: 1513.26
Date: 08-10 at 20:36:11, iter: 38, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(12) mean: 1343.07, max: 1516.78
Date: 08-10 at 20:37:50, iter: 39, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(12) mean: 1302.67, max: 1418.60
Date: 08-10 at 20:39:33, iter: 41, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(12) mean: 1336.54, max: 1508.09
Date: 08-10 at 20:41:24, iter: 43, new3, Khoo: 1135.52, current_best: 1244.54 best obj: 1244.54(13) mean: 1294.29, max: 1466.36
Date: 08-10 at 20:42:58, iter: 44, new3, Khoo: 1135.52, current_best: 1240.78 best obj: 1240.78(12) mean: 1280.80, max: 1378.14
Date: 08-10 at 20:44:29, iter: 45, new3, Khoo: 1135.52, current_best: 1240.78 best obj: 1240.78(12) mean: 1344.15, max: 1443.80
Date: 08-10 at 20:46:07, iter: 46, new3, Khoo: 1135.52, current_best: 1240.78 best obj: 1240.78(12) mean: 1373.25, max: 1485.04
Date: 08-10 at 20:47:42, iter: 47, new3, Khoo: 1135.52, current_best: 1240.78 best obj: 1240.78(12) mean: 1417.53, max: 1554.80
Date: 08-10 at 20:49:28, iter: 49, new3, Khoo: 1135.52, current_best: 1240.78 best obj: 1240.78(12) mean: 1429.02, max: 1794.66
