Date: 07-09 at 23:46:02, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 1197.74(5) mean: 3602.32, max: 4440.05
Date: 07-09 at 23:46:36, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 1021.71(4) mean: 2428.18, max: 3581.72
Date: 07-09 at 23:47:12, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 993.27(4) mean: 2139.40, max: 3354.01
Date: 07-09 at 23:47:43, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 982.51(7) mean: 1481.46, max: 2348.96
Date: 07-09 at 23:48:24, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 897.18(6) mean: 1336.98, max: 2143.32
Date: 07-09 at 23:49:06, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 798.91(6) mean: 1050.87, max: 1542.83
Date: 07-09 at 23:49:43, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 793.95(6) mean: 973.54, max: 1161.10
Date: 07-09 at 23:50:19, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 782.37(6) mean: 860.23, max: 981.94
Date: 07-09 at 23:50:55, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 752.29(5) mean: 849.03, max: 945.16
Date: 07-09 at 23:51:31, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 752.29(5) mean: 796.65, max: 837.39
Date: 07-09 at 23:52:08, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 752.29(5) mean: 792.91, max: 824.07
Date: 07-09 at 23:52:44, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.17 best obj: 752.29(5) mean: 779.40, max: 815.78
