Date: 07-02 at 11:11:39, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 1274.67(5) mean: 3613.36, max: 4436.72
Date: 07-02 at 11:12:28, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 1024.71(5) mean: 3108.46, max: 4319.03
Date: 07-02 at 11:13:16, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 982.38(5) mean: 2457.99, max: 3988.74
Date: 07-02 at 11:14:00, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 948.37(4) mean: 1585.39, max: 2682.36
Date: 07-02 at 11:14:36, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 948.37(4) mean: 1236.46, max: 2033.79
Date: 07-02 at 11:15:17, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 938.93(8) mean: 1189.99, max: 2053.45
Date: 07-02 at 11:16:05, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 866.00(9) mean: 996.46, max: 1119.03
Date: 07-02 at 11:17:04, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 816.18(8) mean: 1013.61, max: 1142.79
Date: 07-02 at 11:17:40, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 728.62(7) mean: 973.42, max: 1057.93
Date: 07-02 at 11:18:41, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 707.13(6) mean: 846.01, max: 996.30
Date: 07-02 at 11:19:26, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 699.83(6) mean: 778.59, max: 861.54
Date: 07-02 at 11:20:15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 676.48(5) mean: 762.27, max: 855.11
Date: 07-02 at 11:21:07, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 647.54(5) mean: 758.13, max: 829.54
Date: 07-02 at 11:21:42, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 647.54(5) mean: 689.09, max: 720.15
Date: 07-02 at 11:22:16, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 647.54(5) mean: 656.99, max: 679.12
Date: 07-02 at 11:22:49, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 647.54(5) mean: 656.99, max: 679.12
Date: 07-02 at 11:23:22, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 647.54(5) mean: 656.99, max: 679.12
Date: 07-02 at 11:24:24, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 647.54(5) mean: 767.06, max: 1069.83
Date: 07-02 at 11:24:53, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 660.10, max: 714.63
Date: 07-02 at 11:25:51, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 618.58(5) mean: 661.00, max: 720.01
Date: 07-02 at 11:26:24, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 647.53, max: 677.54
Date: 07-02 at 11:26:55, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 622.23, max: 650.16
Date: 07-02 at 11:27:52, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 626.14, max: 656.37
Date: 07-02 at 11:28:29, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 591.56(3) mean: 609.39, max: 633.06
Date: 07-02 at 11:29:01, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 591.56(3) mean: 606.27, max: 623.14
Date: 07-02 at 11:29:36, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 591.56(3) mean: 606.27, max: 623.14
Date: 07-02 at 11:30:10, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 591.56(3) mean: 591.56, max: 591.56
Date: 07-02 at 11:32:12, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 591.56(3) mean: 656.56, max: 764.96
Date: 07-02 at 11:32:43, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 591.56(3) mean: 603.49, max: 624.78
Date: 07-02 at 11:33:15, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56 best obj: 591.56(3) mean: 591.56, max: 591.56
