Date: 07-13 at 21:09:21, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1546.29(14) mean: 3830.67, max: 4304.70
Date: 07-13 at 21:10:25, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1397.31(14) mean: 3813.95, max: 4291.16
Date: 07-13 at 21:11:28, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1349.29(15) mean: 3071.59, max: 3982.32
Date: 07-13 at 21:12:29, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1237.57(15) mean: 3060.41, max: 3952.33
Date: 07-13 at 21:13:32, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1124.61(14) mean: 2957.31, max: 3718.41
Date: 07-13 at 21:14:39, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1033.78(13) mean: 2762.54, max: 3637.51
Date: 07-13 at 21:15:40, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1006.47(12) mean: 2488.60, max: 3373.84
Date: 07-13 at 21:16:42, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1006.24(12) mean: 2466.50, max: 3286.79
Date: 07-13 at 21:17:51, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1004.77(12) mean: 1898.77, max: 2833.66
Date: 07-13 at 21:19:00, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 992.69(13) mean: 1147.03, max: 1337.35
Date: 07-13 at 21:20:04, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 992.69(13) mean: 1076.55, max: 1291.81
Date: 07-13 at 21:21:02, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 980.58(13) mean: 1030.08, max: 1156.17
Date: 07-13 at 21:22:03, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 931.47(13) mean: 988.79, max: 1051.48
Date: 07-13 at 21:23:03, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.25(12) mean: 980.45, max: 1032.55
Date: 07-13 at 21:24:00, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.76(12) mean: 977.82, max: 1031.11
Date: 07-13 at 21:24:58, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.76(12) mean: 974.39, max: 1041.47
Date: 07-13 at 21:25:58, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.76(12) mean: 986.35, max: 1030.98
Date: 07-13 at 21:26:58, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.76(12) mean: 982.58, max: 1030.50
Date: 07-13 at 21:27:55, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.76(12) mean: 962.67, max: 999.81
Date: 07-13 at 21:28:53, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 897.49(11) mean: 1077.96, max: 1288.37
Date: 07-13 at 21:29:51, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 897.49(11) mean: 959.91, max: 1093.27
Date: 07-13 at 21:30:44, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 897.49(11) mean: 974.00, max: 1108.69
Date: 07-13 at 21:31:42, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 897.49(11) mean: 929.14, max: 971.20
Date: 07-13 at 21:32:41, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 895.99(11) mean: 1065.05, max: 1322.55
