Date: 01-08 at 11:32:16, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1428.50(4), mean: 3396.90, max: 4515.22
Date: 01-08 at 11:32:45, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1315.38(4), mean: 2396.26, max: 3704.40
Date: 01-08 at 11:33:13, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1284.23(4), mean: 1800.51, max: 2578.48
Date: 01-08 at 11:33:38, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1224.90(5), mean: 1316.01, max: 1530.26
Date: 01-08 at 11:34:04, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1155.12(5), mean: 1367.94, max: 1529.90
Date: 01-08 at 11:34:39, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1133.42(5), mean: 1354.30, max: 1481.67
Date: 01-08 at 11:35:18, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1094.91(5), mean: 1203.98, max: 1272.89
Date: 01-08 at 11:35:44, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1093.81(5), mean: 1332.00, max: 1421.73
Date: 01-08 at 11:36:09, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1093.81(5), mean: 1330.77, max: 1477.08
Date: 01-08 at 11:36:50, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1093.81(5), mean: 1156.44, max: 1220.57
Date: 01-08 at 11:37:15, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1087.77(6), mean: 1181.50, max: 1333.46
Date: 01-08 at 11:37:42, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1045.63(6), mean: 1100.76, max: 1153.62
Date: 01-08 at 11:38:09, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 1012.79(6), mean: 1094.78, max: 1217.34
Date: 01-08 at 11:38:45, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 994.95(6), mean: 1073.57, max: 1127.06
Date: 01-08 at 11:39:20, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 1066.65, max: 1131.32
Date: 01-08 at 11:39:42, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 1145.23, max: 1203.52
Date: 01-08 at 11:40:11, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 1074.35, max: 1118.44
Date: 01-08 at 11:40:52, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 1059.25, max: 1115.46
Date: 01-08 at 11:41:35, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 995.61, max: 1033.43
Date: 01-08 at 11:42:01, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 2310.06, max: 2962.59
Date: 01-08 at 11:42:40, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 1356.58, max: 2545.48
Date: 01-08 at 11:43:15, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 1098.44, max: 1197.61
Date: 01-08 at 11:43:42, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 1173.06, max: 1271.99
Date: 01-08 at 11:44:24, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 2590.41, max: 3262.84
Date: 01-08 at 11:44:49, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 778.93, best obj: 979.78(6), mean: 1311.69, max: 2660.57
