Date: 07-17 at 22:49:41, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 958.33(5) mean: 3238.57, max: 4575.26
Date: 07-17 at 22:50:27, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 910.20(5) mean: 1956.50, max: 3719.89
Date: 07-17 at 22:51:13, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 854.46(5) mean: 1317.54, max: 2214.29
Date: 07-17 at 22:51:56, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 851.78(5) mean: 1020.84, max: 1731.51
Date: 07-17 at 22:52:39, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 850.78(5) mean: 934.24, max: 1016.48
Date: 07-17 at 22:53:20, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 830.05(6) mean: 901.98, max: 1068.87
Date: 07-17 at 22:54:01, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 802.88(6) mean: 840.19, max: 896.56
Date: 07-17 at 22:54:45, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 801.21(6) mean: 841.46, max: 943.47
Date: 07-17 at 22:55:25, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 801.21(6) mean: 831.38, max: 940.92
Date: 07-17 at 22:56:05, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 801.21(6) mean: 826.20, max: 898.80
Date: 07-17 at 22:56:46, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 801.21(6) mean: 840.94, max: 962.37
Date: 07-17 at 22:57:32, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 801.21(6) mean: 825.41, max: 854.44
Date: 07-17 at 22:58:11, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 791.83(6) mean: 1060.30, max: 1655.31
Date: 07-17 at 22:58:52, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 764.91(5) mean: 898.72, max: 1202.97
Date: 07-17 at 22:59:34, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 702.85(5) mean: 764.44, max: 817.89
Date: 07-17 at 23:00:11, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 680.50(5) mean: 768.67, max: 818.51
Date: 07-17 at 23:00:52, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 620.81(4) mean: 689.42, max: 730.72
Date: 07-17 at 23:01:32, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 620.81(4) mean: 680.42, max: 721.52
Date: 07-17 at 23:02:12, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 620.81(4) mean: 664.79, max: 713.21
Date: 07-17 at 23:02:52, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 620.81(4) mean: 634.87, max: 647.17
Date: 07-17 at 23:03:34, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 620.81(4) mean: 653.65, max: 682.39
Date: 07-17 at 23:04:16, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 615.69(5) mean: 738.62, max: 1277.23
Date: 07-17 at 23:04:56, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 589.95(3) mean: 719.82, max: 1281.04
Date: 07-17 at 23:05:37, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 627.67, max: 903.27
Date: 07-17 at 23:06:15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 599.08, max: 690.96
Date: 07-17 at 23:06:52, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 594.33, max: 641.06
Date: 07-17 at 23:07:29, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:08:08, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:10:01, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 612.31, max: 696.98
Date: 07-17 at 23:10:38, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 601.89, max: 684.83
Date: 07-17 at 23:11:16, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.31, max: 588.67
Date: 07-17 at 23:11:57, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:13:59, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 610.14, max: 696.98
Date: 07-17 at 23:14:36, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 597.39, max: 633.82
Date: 07-17 at 23:15:14, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:15:53, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:17:55, iter: 42, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 593.79, max: 614.67
Date: 07-17 at 23:18:32, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:19:10, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:19:48, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:21:42, iter: 47, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 600.10, max: 696.98
Date: 07-17 at 23:22:18, iter: 48, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:22:56, iter: 49, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:23:34, iter: 50, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 588.29, max: 588.29
Date: 07-17 at 23:25:38, iter: 52, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 600.19, max: 637.37
Date: 07-17 at 23:26:13, iter: 53, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.29 best obj: 588.29(3) mean: 594.84, max: 637.42
