Date: 01-10 at 19:57:07, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 1356.41(5), mean: 3363.78, max: 3899.46
Date: 01-10 at 19:57:34, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 1171.99(5), mean: 2609.47, max: 3071.33
Date: 01-10 at 19:58:04, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 1148.88(5), mean: 1998.28, max: 2270.90
Date: 01-10 at 19:58:31, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 1148.88(5), mean: 2012.32, max: 2245.46
Date: 01-10 at 19:59:02, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 1070.82(5), mean: 1185.14, max: 1236.27
Date: 01-10 at 19:59:47, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 1017.86(5), mean: 1212.94, max: 1286.31
Date: 01-10 at 20:00:27, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 951.14(5), mean: 1057.99, max: 1154.46
Date: 01-10 at 20:00:55, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 898.60(5), mean: 1087.72, max: 1180.67
Date: 01-10 at 20:01:22, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 881.77(5), mean: 1036.42, max: 1120.80
Date: 01-10 at 20:01:54, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 878.44(5), mean: 1085.88, max: 1226.19
Date: 01-10 at 20:02:26, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 859.79(5), mean: 1096.40, max: 1285.00
Date: 01-10 at 20:03:13, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 841.13(5), mean: 1061.71, max: 1217.49
Date: 01-10 at 20:03:57, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 841.13(5), mean: 979.43, max: 1096.96
Date: 01-10 at 20:04:33, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 722.14(5), mean: 840.40, max: 922.66
Date: 01-10 at 20:05:04, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 661.79(5), mean: 857.55, max: 921.28
Date: 01-10 at 20:05:57, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 658.71(5), mean: 859.41, max: 953.55
Date: 01-10 at 20:06:30, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 658.71(5), mean: 840.91, max: 933.61
Date: 01-10 at 20:07:16, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 658.71(5), mean: 779.53, max: 851.80
Date: 01-10 at 20:07:52, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 651.04(5), mean: 737.41, max: 831.56
Date: 01-10 at 20:08:20, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 643.21(4), mean: 685.70, max: 707.85
Date: 01-10 at 20:08:48, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 643.21(4), mean: 668.31, max: 685.43
Date: 01-10 at 20:09:41, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 643.21(4), mean: 662.78, max: 681.27
Date: 01-10 at 20:10:07, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 643.21(4), mean: 643.21, max: 643.21
Date: 01-10 at 20:10:35, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 643.21(4), mean: 643.21, max: 643.21
Date: 01-10 at 20:11:09, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 633.73(3), mean: 775.15, max: 1195.80
Date: 01-10 at 20:11:34, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 735.88, max: 1189.40
Date: 01-10 at 20:12:02, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 711.99, max: 1177.79
Date: 01-10 at 20:12:29, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 603.81, max: 704.65
Date: 01-10 at 20:12:55, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 588.32, max: 588.32
Date: 01-10 at 20:13:23, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 588.32, max: 588.32
Date: 01-10 at 20:15:15, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 593.83, max: 614.70
Date: 01-10 at 20:15:42, #particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 588.51, max: 591.09
Date: 01-10 at 20:16:10, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 588.32, max: 588.32
Date: 01-10 at 20:16:39, #particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 588.32, max: 588.32
Date: 01-10 at 20:18:24, #particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 616.42, max: 718.47
Date: 01-10 at 20:18:51, #particle: 15, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.32, best obj: 588.32(3), mean: 591.72, max: 639.32
