Date: 10-31 at 16:09:50, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1765.03(23), mean: 2589.19, max: 2842.69
Date: 10-31 at 16:11:03, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1746.74(22), mean: 2597.43, max: 2864.89
Date: 10-31 at 16:12:27, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1744.08(22), mean: 2139.69, max: 2807.92
Date: 10-31 at 16:13:38, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1744.08(22), mean: 2144.98, max: 2814.16
Date: 10-31 at 16:14:52, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1744.08(22), mean: 2033.98, max: 2769.60
Date: 10-31 at 16:16:07, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1744.08(22), mean: 2054.46, max: 2774.83
Date: 10-31 at 16:17:23, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1744.08(22), mean: 2093.52, max: 2754.18
Date: 10-31 at 16:18:40, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1727.90(23), mean: 1987.96, max: 2747.04
Date: 10-31 at 16:20:01, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1889.11, max: 2254.76
Date: 10-31 at 16:21:22, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1847.65, max: 2174.53
Date: 10-31 at 16:22:32, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1856.00, max: 2186.63
Date: 10-31 at 16:23:48, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1857.96, max: 2172.68
Date: 10-31 at 16:25:16, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1786.13, max: 2034.77
Date: 10-31 at 16:26:33, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1778.26, max: 1862.65
Date: 10-31 at 16:27:52, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1771.50, max: 1831.11
Date: 10-31 at 16:29:24, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1747.01, max: 1789.15
Date: 10-31 at 16:30:32, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1774.45, max: 1826.16
Date: 10-31 at 16:31:50, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1771.13, max: 1835.18
Date: 10-31 at 16:33:03, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1812.31, max: 1878.50
Date: 10-31 at 16:34:13, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1840.23, max: 1926.81
Date: 10-31 at 16:35:34, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1777.78, max: 1922.59
Date: 10-31 at 16:36:55, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1787.69, max: 1976.47
Date: 10-31 at 16:38:18, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1740.19, max: 1775.91
Date: 10-31 at 16:39:27, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1613.59, best obj: 1711.23(22), mean: 1768.35, max: 1803.39
