Date: 08-01 at 15:01:27, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 1027.38(5), mean: 2567.47, max: 3502.00
Date: 08-01 at 15:01:58, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 940.45(4), mean: 1881.53, max: 2789.49
Date: 08-01 at 15:02:37, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 924.80(4), mean: 1519.86, max: 2317.81
Date: 08-01 at 15:03:01, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 879.98(4), mean: 1093.44, max: 1408.86
Date: 08-01 at 15:03:19, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 879.91(4), mean: 1109.94, max: 1407.28
Date: 08-01 at 15:03:42, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 879.91(4), mean: 915.19, max: 1014.47
Date: 08-01 at 15:04:01, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 879.91(4), mean: 928.94, max: 967.87
Date: 08-01 at 15:04:24, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 872.39(4), mean: 890.67, max: 942.50
Date: 08-01 at 15:05:05, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 865.57(4), mean: 917.99, max: 978.36
Date: 08-01 at 15:05:44, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 865.57(4), mean: 916.69, max: 948.06
Date: 08-01 at 15:06:01, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 865.57(4), mean: 877.40, max: 917.19
Date: 08-01 at 15:06:46, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 865.57(4), mean: 866.53, max: 872.04
Date: 08-01 at 15:07:26, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 863.32(4), mean: 865.71, max: 871.18
Date: 08-01 at 15:08:04, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 862.06(4), mean: 865.12, max: 865.57
Date: 08-01 at 15:08:46, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 862.06(4), mean: 865.12, max: 865.57
Date: 08-01 at 15:09:08, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 862.06(4), mean: 867.21, max: 888.42
