Date: 08-01 at 14:30:28, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 971.39(5), mean: 2563.63, max: 3454.05
Date: 08-01 at 14:30:58, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 877.62(5), mean: 1836.34, max: 2731.95
Date: 08-01 at 14:31:52, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 849.67(5), mean: 1838.32, max: 2718.10
Date: 08-01 at 14:32:21, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 833.53(5), mean: 1170.26, max: 1813.57
Date: 08-01 at 14:32:55, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 832.83(5), mean: 1064.54, max: 1582.81
Date: 08-01 at 14:33:32, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 809.03(4), mean: 933.76, max: 1211.83
Date: 08-01 at 14:34:06, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 780.39(4), mean: 914.82, max: 1199.13
Date: 08-01 at 14:34:43, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 936.19, max: 1231.52
Date: 08-01 at 14:35:22, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 815.58, max: 870.57
Date: 08-01 at 14:35:46, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 850.92, max: 948.60
Date: 08-01 at 14:36:13, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 793.51, max: 845.47
Date: 08-01 at 14:36:37, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 788.41, max: 827.46
Date: 08-01 at 14:37:08, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 992.41, max: 1154.67
Date: 08-01 at 14:37:43, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 834.77, max: 914.65
Date: 08-01 at 14:38:19, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 815.98, max: 886.40
Date: 08-01 at 14:38:42, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 848.00, max: 955.39
Date: 08-01 at 14:39:12, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 1013.25, max: 1238.42
Date: 08-01 at 14:39:44, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 3022.58, max: 3631.79
Date: 08-01 at 14:40:20, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 2100.46, max: 3153.46
Date: 08-01 at 14:40:48, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 1240.86, max: 2259.99
Date: 08-01 at 14:41:27, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 705.33, best obj: 773.03(4), mean: 1049.44, max: 1474.56
