Date: 07-12 at 04:29:40, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 1053.04(5) mean: 3761.30, max: 4534.88
Date: 07-12 at 04:30:39, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 936.76(5) mean: 2742.62, max: 3587.66
Date: 07-12 at 04:31:36, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 840.26(5) mean: 1389.12, max: 2253.85
Date: 07-12 at 04:32:30, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 796.12(7) mean: 875.62, max: 1082.62
Date: 07-12 at 04:33:23, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 744.92(6) mean: 890.54, max: 1102.62
Date: 07-12 at 04:34:13, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 717.56(6) mean: 758.94, max: 831.39
Date: 07-12 at 04:35:05, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 716.32(6) mean: 789.75, max: 864.98
Date: 07-12 at 04:35:57, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 716.32(6) mean: 797.65, max: 895.06
Date: 07-12 at 04:36:48, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 705.23(5) mean: 761.56, max: 820.82
Date: 07-12 at 04:37:43, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 663.29(5) mean: 704.16, max: 784.34
Date: 07-12 at 04:38:34, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 694.93, max: 784.34
Date: 07-12 at 04:39:24, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 660.19, max: 756.04
Date: 07-12 at 04:40:18, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 655.72, max: 756.04
Date: 07-12 at 04:41:13, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 655.70, max: 756.04
Date: 07-12 at 04:42:07, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 655.70, max: 756.04
Date: 07-12 at 04:42:56, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 653.17, max: 756.04
Date: 07-12 at 04:43:45, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 653.17, max: 756.04
Date: 07-12 at 04:44:32, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 618.58, max: 618.58
Date: 07-12 at 04:45:23, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 618.58(4) mean: 618.58, max: 618.58
