Date: 07-12 at 02:45:32, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 1070.92(9) mean: 3270.70, max: 4162.99
Date: 07-12 at 02:46:30, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 923.60(7) mean: 3161.07, max: 4002.46
Date: 07-12 at 02:47:31, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 871.19(7) mean: 2392.15, max: 3174.80
Date: 07-12 at 02:48:28, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 826.35(7) mean: 1501.05, max: 2461.25
Date: 07-12 at 02:49:27, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 777.47(6) mean: 1407.13, max: 2421.02
Date: 07-12 at 02:50:20, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 741.87(5) mean: 952.78, max: 1449.44
Date: 07-12 at 02:51:13, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.82(5) mean: 814.20, max: 938.12
Date: 07-12 at 02:52:06, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.82(5) mean: 804.58, max: 886.79
Date: 07-12 at 02:52:57, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 723.21(6) mean: 792.54, max: 931.75
Date: 07-12 at 02:53:48, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 683.64(5) mean: 733.86, max: 761.15
Date: 07-12 at 02:54:40, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 683.64(5) mean: 738.00, max: 774.86
Date: 07-12 at 02:55:32, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 682.92(5) mean: 723.49, max: 760.33
Date: 07-12 at 02:56:23, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 682.92(5) mean: 718.07, max: 773.83
Date: 07-12 at 02:57:11, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 678.40(5) mean: 684.71, max: 711.67
Date: 07-12 at 02:58:02, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 678.26(5) mean: 694.76, max: 700.73
Date: 07-12 at 02:58:51, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 678.26(5) mean: 678.31, max: 678.49
Date: 07-12 at 02:59:44, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 667.92, max: 678.26
Date: 07-12 at 03:00:33, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 663.37, max: 678.26
Date: 07-12 at 03:01:28, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 658.58, max: 678.26
Date: 07-12 at 03:02:20, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:03:16, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:04:01, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:04:57, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:05:52, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:06:45, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:07:39, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:08:33, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:09:27, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:10:21, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:11:16, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:12:10, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:12:56, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:13:49, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:14:43, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:15:38, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:16:33, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:17:28, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:18:22, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:19:18, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:20:11, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:20:56, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:21:51, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:22:46, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:23:41, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:24:36, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:25:31, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:26:25, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:27:21, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:28:15, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
Date: 07-12 at 03:29:11, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.56 best obj: 633.55(4) mean: 633.55, max: 633.55
