Date: 11-08 at 06:21:11, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 1483.52(13), mean: 3477.75, max: 4009.69
Date: 11-08 at 06:22:18, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 1299.04(13), mean: 3009.47, max: 3750.98
Date: 11-08 at 06:23:27, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 1259.28(13), mean: 1414.24, max: 1542.13
Date: 11-08 at 06:24:28, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 1204.28(15), mean: 1489.55, max: 1601.76
Date: 11-08 at 06:25:37, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 1098.81(15), mean: 1472.30, max: 1631.61
Date: 11-08 at 06:26:38, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 1070.32(14), mean: 1448.29, max: 1673.28
Date: 11-08 at 06:27:36, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 1068.24(14), mean: 1425.81, max: 1689.50
Date: 11-08 at 06:28:45, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 1024.61(14), mean: 1233.49, max: 1413.76
Date: 11-08 at 06:29:42, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 992.86(13), mean: 1215.01, max: 1387.49
Date: 11-08 at 06:30:38, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 990.63(13), mean: 1275.70, max: 1452.63
Date: 11-08 at 06:31:45, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 990.63(13), mean: 1127.50, max: 1268.80
Date: 11-08 at 06:32:46, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 986.00(13), mean: 1099.57, max: 1255.53
Date: 11-08 at 06:33:51, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 986.00(13), mean: 1084.10, max: 1205.91
Date: 11-08 at 06:34:58, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 986.00(13), mean: 1087.32, max: 1187.51
Date: 11-08 at 06:35:56, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 986.00(13), mean: 1102.60, max: 1202.12
Date: 11-08 at 06:37:03, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 986.00(13), mean: 1080.20, max: 1173.09
Date: 11-08 at 06:38:14, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 986.00(13), mean: 1064.68, max: 1170.85
Date: 11-08 at 06:39:14, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 969.76(12), mean: 1041.97, max: 1166.77
Date: 11-08 at 06:40:16, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 968.99(12), mean: 1033.12, max: 1134.15
Date: 11-08 at 06:41:14, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 968.99(12), mean: 1032.71, max: 1176.68
Date: 11-08 at 06:42:23, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 968.99(12), mean: 992.40, max: 1079.75
Date: 11-08 at 06:43:29, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 968.99(12), mean: 985.04, max: 1055.32
Date: 11-08 at 06:44:36, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94, best obj: 968.99(12), mean: 984.32, max: 1051.89
