Date: 07-16 at 05:53:57, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1383.93(13) mean: 3585.20, max: 4032.36
Date: 07-16 at 05:54:51, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1212.94(13) mean: 3123.39, max: 3845.24
Date: 07-16 at 05:55:55, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1143.77(13) mean: 3127.16, max: 3832.68
Date: 07-16 at 05:56:50, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1119.53(12) mean: 3083.68, max: 3800.16
Date: 07-16 at 05:57:41, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1119.53(12) mean: 2872.51, max: 3543.51
Date: 07-16 at 05:58:39, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1119.53(12) mean: 2820.21, max: 3525.29
Date: 07-16 at 05:59:42, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1119.53(12) mean: 2075.92, max: 3196.56
Date: 07-16 at 06:00:34, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1119.53(12) mean: 1697.09, max: 2663.25
Date: 07-16 at 06:01:33, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1119.53(12) mean: 1217.40, max: 1357.06
Date: 07-16 at 06:02:22, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1119.53(12) mean: 1242.57, max: 1412.17
Date: 07-16 at 06:03:14, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1119.53(12) mean: 1309.76, max: 1484.69
Date: 07-16 at 06:04:09, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1102.38(13) mean: 1197.04, max: 1355.37
Date: 07-16 at 06:05:04, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1092.83(13) mean: 1255.58, max: 1427.19
Date: 07-16 at 06:05:56, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1054.61(13) mean: 1176.33, max: 1285.30
Date: 07-16 at 06:06:49, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1030.21(13) mean: 1120.57, max: 1294.81
Date: 07-16 at 06:07:48, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1014.50(13) mean: 1060.31, max: 1152.89
Date: 07-16 at 06:08:34, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1007.45(12) mean: 1071.89, max: 1195.33
Date: 07-16 at 06:09:28, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1007.45(12) mean: 1063.76, max: 1240.10
Date: 07-16 at 06:10:25, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 1007.45(12) mean: 1045.78, max: 1155.49
Date: 07-16 at 06:11:12, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 990.92(12) mean: 1015.71, max: 1068.82
Date: 07-16 at 06:12:02, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 988.43(12) mean: 1027.70, max: 1088.17
Date: 07-16 at 06:12:54, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 988.43(12) mean: 999.87, max: 1078.25
Date: 07-16 at 06:13:48, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.94 best obj: 988.43(12) mean: 995.92, max: 1075.30
