Date: 07-10 at 06:34:58, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1372.64(5) mean: 3927.22, max: 5008.25
Date: 07-10 at 06:35:48, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1177.24(5) mean: 3003.86, max: 4490.64
Date: 07-10 at 06:36:36, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1158.90(5) mean: 2661.80, max: 4143.81
Date: 07-10 at 06:37:28, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1158.90(5) mean: 1585.86, max: 2493.35
Date: 07-10 at 06:38:14, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1158.90(5) mean: 1537.26, max: 2409.95
Date: 07-10 at 06:39:05, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1140.10(8) mean: 1224.28, max: 1301.28
Date: 07-10 at 06:39:51, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1134.59(8) mean: 1239.20, max: 1369.48
Date: 07-10 at 06:40:38, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1134.14(8) mean: 1321.59, max: 1486.08
Date: 07-10 at 06:41:28, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1134.14(8) mean: 1307.36, max: 1533.50
Date: 07-10 at 06:42:17, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1134.14(8) mean: 1267.29, max: 1541.58
Date: 07-10 at 06:43:06, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1134.14(8) mean: 1179.33, max: 1241.55
Date: 07-10 at 06:43:58, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1123.64(7) mean: 1158.64, max: 1232.73
Date: 07-10 at 06:44:43, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1121.29(7) mean: 1165.04, max: 1260.27
Date: 07-10 at 06:45:30, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1089.02(8) mean: 1144.12, max: 1211.22
Date: 07-10 at 06:46:16, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1088.46(8) mean: 1125.95, max: 1148.94
Date: 07-10 at 06:47:06, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1081.24(7) mean: 1097.35, max: 1139.34
Date: 07-10 at 06:47:52, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1078.99(7) mean: 1158.86, max: 1207.77
Date: 07-10 at 06:48:42, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1074.45(7) mean: 1078.88, max: 1103.44
Date: 07-10 at 06:49:24, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1074.45(7) mean: 1139.89, max: 1193.05
Date: 07-10 at 06:50:11, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1074.45(7) mean: 1082.62, max: 1111.65
Date: 07-10 at 06:51:01, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1063.21(8) mean: 1077.18, max: 1099.17
Date: 07-10 at 06:51:46, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1026.51(7) mean: 1073.35, max: 1096.98
Date: 07-10 at 06:52:31, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1026.51(7) mean: 1073.35, max: 1096.98
Date: 07-10 at 06:53:15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1026.51(7) mean: 1093.99, max: 1130.30
Date: 07-10 at 06:54:05, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1026.51(7) mean: 1072.55, max: 1083.44
Date: 07-10 at 06:54:52, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1026.51(7) mean: 1067.98, max: 1073.39
Date: 07-10 at 06:55:39, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1026.51(7) mean: 1078.83, max: 1101.36
Date: 07-10 at 06:56:30, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1026.51(7) mean: 1066.79, max: 1073.33
Date: 07-10 at 06:57:17, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 926.82 best obj: 1026.51(7) mean: 1066.44, max: 1073.33
