Date: 08-06 at 23:19:48, iter: 1, new3, Khoo: 954.16, current_best: 1368.84 best obj: 1368.84(4) mean: 2550.09, max: 3330.55
Date: 08-06 at 23:20:36, iter: 2, new3, Khoo: 954.16, current_best: 1296.60 best obj: 1296.60(4) mean: 1705.12, max: 2694.45
Date: 08-06 at 23:21:22, iter: 3, new3, Khoo: 954.16, current_best: 1271.36 best obj: 1271.36(4) mean: 1786.46, max: 2788.35
Date: 08-06 at 23:22:27, iter: 4, new3, Khoo: 954.16, current_best: 1241.11 best obj: 1241.11(7) mean: 1633.99, max: 2626.46
Date: 08-06 at 23:23:42, iter: 5, new3, Khoo: 954.16, current_best: 1199.47 best obj: 1199.47(7) mean: 1589.66, max: 2608.07
Date: 08-06 at 23:24:50, iter: 6, new3, Khoo: 954.16, current_best: 1187.87 best obj: 1187.87(7) mean: 1477.86, max: 2187.84
Date: 08-06 at 23:25:59, iter: 7, new3, Khoo: 954.16, current_best: 1187.87 best obj: 1187.87(7) mean: 1374.56, max: 2106.98
Date: 08-06 at 23:27:13, iter: 8, new3, Khoo: 954.16, current_best: 1155.05 best obj: 1155.05(9) mean: 1251.77, max: 1448.67
Date: 08-06 at 23:28:20, iter: 9, new3, Khoo: 954.16, current_best: 1132.94 best obj: 1132.94(9) mean: 1276.32, max: 1342.18
Date: 08-06 at 23:29:28, iter: 10, new3, Khoo: 954.16, current_best: 1132.14 best obj: 1132.14(9) mean: 1324.72, max: 1404.23
Date: 08-06 at 23:30:38, iter: 11, new3, Khoo: 954.16, current_best: 1096.35 best obj: 1096.35(9) mean: 1185.10, max: 1244.48
Date: 08-06 at 23:31:35, iter: 12, new3, Khoo: 954.16, current_best: 1091.56 best obj: 1091.56(9) mean: 1282.70, max: 1375.23
Date: 08-06 at 23:32:45, iter: 13, new3, Khoo: 954.16, current_best: 1091.56 best obj: 1091.56(9) mean: 1208.53, max: 1403.76
Date: 08-06 at 23:33:46, iter: 14, new3, Khoo: 954.16, current_best: 1091.56 best obj: 1091.56(9) mean: 1242.44, max: 1449.68
Date: 08-06 at 23:34:52, iter: 15, new3, Khoo: 954.16, current_best: 1090.53 best obj: 1090.53(9) mean: 1142.82, max: 1204.78
Date: 08-06 at 23:36:02, iter: 16, new3, Khoo: 954.16, current_best: 1080.53 best obj: 1080.53(9) mean: 1168.69, max: 1241.67
Date: 08-06 at 23:36:59, iter: 17, new3, Khoo: 954.16, current_best: 1080.53 best obj: 1080.53(9) mean: 1236.51, max: 1320.55
Date: 08-06 at 23:37:59, iter: 18, new3, Khoo: 954.16, current_best: 1080.53 best obj: 1080.53(9) mean: 1270.78, max: 1356.63
Date: 08-06 at 23:39:09, iter: 19, new3, Khoo: 954.16, current_best: 1069.57 best obj: 1069.57(9) mean: 1225.98, max: 1344.10
Date: 08-06 at 23:40:18, iter: 20, new3, Khoo: 954.16, current_best: 1061.68 best obj: 1061.68(9) mean: 1137.46, max: 1179.35
Date: 08-06 at 23:41:22, iter: 21, new3, Khoo: 954.16, current_best: 1057.87 best obj: 1057.87(9) mean: 1153.41, max: 1209.71
Date: 08-06 at 23:42:37, iter: 22, new3, Khoo: 954.16, current_best: 1057.87 best obj: 1057.87(9) mean: 1163.97, max: 1225.70
Date: 08-06 at 23:43:45, iter: 23, new3, Khoo: 954.16, current_best: 1057.87 best obj: 1057.87(9) mean: 1095.72, max: 1144.79
Date: 08-06 at 23:44:57, iter: 24, new3, Khoo: 954.16, current_best: 1057.87 best obj: 1057.87(9) mean: 1100.98, max: 1172.72
Date: 08-06 at 23:46:06, iter: 25, new3, Khoo: 954.16, current_best: 1055.49 best obj: 1055.49(9) mean: 1082.53, max: 1145.09
Date: 08-06 at 23:47:22, iter: 26, new3, Khoo: 954.16, current_best: 1051.94 best obj: 1051.94(9) mean: 1078.62, max: 1182.85
Date: 08-06 at 23:48:21, iter: 27, new3, Khoo: 954.16, current_best: 1050.49 best obj: 1050.49(9) mean: 1094.49, max: 1138.10
Date: 08-06 at 23:49:19, iter: 28, new3, Khoo: 954.16, current_best: 1050.49 best obj: 1050.49(9) mean: 1091.53, max: 1194.49
Date: 08-06 at 23:50:25, iter: 29, new3, Khoo: 954.16, current_best: 1050.49 best obj: 1050.49(9) mean: 1058.59, max: 1078.35
Date: 08-06 at 23:51:34, iter: 30, new3, Khoo: 954.16, current_best: 1050.49 best obj: 1050.49(9) mean: 1076.76, max: 1114.56
Date: 08-06 at 23:52:44, iter: 32, new3, Khoo: 954.16, current_best: 1050.49 best obj: 1050.49(9) mean: 1188.28, max: 1332.86
Date: 08-06 at 23:53:57, iter: 33, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(8) mean: 1141.17, max: 1334.03
Date: 08-06 at 23:55:10, iter: 34, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(8) mean: 1096.89, max: 1155.70
Date: 08-06 at 23:56:09, iter: 35, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(8) mean: 1102.36, max: 1186.76
Date: 08-06 at 23:57:07, iter: 36, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(8) mean: 1079.75, max: 1150.28
Date: 08-06 at 23:58:18, iter: 38, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(8) mean: 1254.17, max: 1421.09
Date: 08-06 at 23:59:14, iter: 39, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(8) mean: 1127.51, max: 1302.56
Date: 08-07 at 00:00:09, iter: 40, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(8) mean: 1122.49, max: 1314.77
Date: 08-07 at 00:01:10, iter: 41, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(8) mean: 1085.33, max: 1178.55
Date: 08-07 at 00:02:07, iter: 43, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(8) mean: 1248.46, max: 1483.41
Date: 08-07 at 00:03:22, iter: 45, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1023.65(9) mean: 1137.14, max: 1472.38
Date: 08-07 at 00:04:24, iter: 46, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1034.05(8) mean: 1195.02, max: 1473.95
Date: 08-07 at 00:05:27, iter: 47, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1034.05(8) mean: 1196.61, max: 1486.56
Date: 08-07 at 00:06:31, iter: 49, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1034.05(8) mean: 1356.98, max: 1768.87
Date: 08-07 at 00:07:36, iter: 50, new3, Khoo: 954.16, current_best: 1023.65 best obj: 1029.29(7) mean: 1087.43, max: 1173.08
Date: 08-07 at 00:08:39, iter: 51, new3, Khoo: 954.16, current_best: 1020.68 best obj: 1020.68(7) mean: 1090.55, max: 1211.44
Date: 08-07 at 00:09:36, iter: 52, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(7) mean: 1089.43, max: 1198.60
Date: 08-07 at 00:10:37, iter: 53, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(7) mean: 1075.42, max: 1135.04
Date: 08-07 at 00:11:45, iter: 54, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(7) mean: 1063.09, max: 1113.47
Date: 08-07 at 00:12:43, iter: 55, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(7) mean: 1072.81, max: 1113.47
Date: 08-07 at 00:13:36, iter: 57, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(7) mean: 1259.39, max: 1469.30
Date: 08-07 at 00:14:31, iter: 58, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(7) mean: 1121.58, max: 1318.20
Date: 08-07 at 00:15:29, iter: 59, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(7) mean: 1130.36, max: 1275.52
Date: 08-07 at 00:16:21, iter: 60, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(7) mean: 1095.96, max: 1298.32
Date: 08-07 at 00:17:21, iter: 62, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(7) mean: 1233.44, max: 1470.56
Date: 08-07 at 00:18:37, iter: 64, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1020.44(8) mean: 1112.46, max: 1480.94
Date: 08-07 at 00:19:35, iter: 65, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1083.74(8) mean: 1211.33, max: 1417.75
Date: 08-07 at 00:20:39, iter: 66, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1047.43(9) mean: 1206.36, max: 1391.63
Date: 08-07 at 00:21:39, iter: 68, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1035.37(8) mean: 1326.24, max: 1782.11
Date: 08-07 at 00:22:50, iter: 69, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1032.98(8) mean: 1127.77, max: 1395.57
Date: 08-07 at 00:24:09, iter: 70, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1031.91(8) mean: 1113.03, max: 1273.45
Date: 08-07 at 00:25:15, iter: 71, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1023.41(8) mean: 1154.67, max: 1330.33
Date: 08-07 at 00:26:07, iter: 73, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1023.41(8) mean: 1236.67, max: 1576.92
Date: 08-07 at 00:27:24, iter: 74, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1023.41(8) mean: 1126.54, max: 1435.25
Date: 08-07 at 00:28:33, iter: 76, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1023.41(9) mean: 1174.41, max: 1486.02
Date: 08-07 at 00:29:21, iter: 77, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1023.41(8) mean: 1100.23, max: 1300.91
Date: 08-07 at 00:30:11, iter: 79, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1023.41(8) mean: 1264.23, max: 1527.80
Date: 08-07 at 00:31:15, iter: 80, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1023.41(8) mean: 1230.12, max: 1566.90
Date: 08-07 at 00:32:12, iter: 81, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1023.41(8) mean: 1209.69, max: 1529.07
Date: 08-07 at 00:33:20, iter: 82, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1023.41(8) mean: 1105.84, max: 1317.01
Date: 08-07 at 00:34:24, iter: 84, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1021.64(8) mean: 1327.96, max: 1741.10
Date: 08-07 at 00:35:32, iter: 85, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1021.64(8) mean: 1146.23, max: 1398.93
Date: 08-07 at 00:36:27, iter: 86, new3, Khoo: 954.16, current_best: 1020.44 best obj: 1021.64(8) mean: 1132.44, max: 1342.12
