Date: 08-01 at 01:26:17, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 877.17(3), mean: 1849.13, max: 2973.32
Date: 08-01 at 01:27:10, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 831.63(3), mean: 1554.78, max: 2485.40
Date: 08-01 at 01:28:04, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 822.22(3), mean: 1251.96, max: 2247.93
Date: 08-01 at 01:28:59, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 810.15(3), mean: 1355.57, max: 2357.35
Date: 08-01 at 01:29:53, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 801.80(3), mean: 868.36, max: 1079.91
Date: 08-01 at 01:30:42, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.69(3), mean: 856.44, max: 913.58
Date: 08-01 at 01:31:35, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 789.71(3), mean: 872.87, max: 956.20
Date: 08-01 at 01:32:00, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 904.01(4), mean: 1633.39, max: 3068.81
Date: 08-01 at 01:32:24, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 788.47(3), mean: 793.97, max: 823.35
Date: 08-01 at 01:32:51, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 881.76(4), mean: 1128.96, max: 1912.10
Date: 08-01 at 01:33:14, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 773.16(3), mean: 797.88, max: 857.74
Date: 08-01 at 01:33:46, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 853.82(4), mean: 1051.20, max: 1256.89
Date: 08-01 at 01:34:05, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.91(3), mean: 786.20, max: 829.54
Date: 08-01 at 01:34:37, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 840.07(4), mean: 929.23, max: 1062.92
Date: 08-01 at 01:34:52, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 808.90, max: 872.73
Date: 08-01 at 01:35:25, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 831.58(5), mean: 937.75, max: 1077.25
Date: 08-01 at 01:35:41, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 780.27, max: 792.56
Date: 08-01 at 01:36:17, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 809.80(5), mean: 932.05, max: 1097.43
Date: 08-01 at 01:36:33, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 785.70, max: 818.63
Date: 08-01 at 01:37:05, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 804.63(4), mean: 939.06, max: 1106.37
Date: 08-01 at 01:37:22, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 777.96, max: 788.00
Date: 08-01 at 01:37:56, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 804.31(4), mean: 823.54, max: 887.33
Date: 08-01 at 01:38:10, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 783.36, max: 834.30
Date: 08-01 at 01:38:47, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.63(3), mean: 811.35, max: 837.75
Date: 08-01 at 01:39:00, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 779.39, max: 796.51
Date: 08-01 at 01:39:35, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.63(3), mean: 812.84, max: 846.06
Date: 08-01 at 01:39:53, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 777.41, max: 786.64
Date: 08-01 at 01:40:24, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.63(3), mean: 872.19, max: 917.78
Date: 08-01 at 01:40:40, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 777.41, max: 786.64
Date: 08-01 at 01:41:13, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.63(3), mean: 813.42, max: 843.95
Date: 08-01 at 01:41:29, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 766.87, max: 766.87
Date: 08-01 at 01:42:00, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.63(3), mean: 849.03, max: 925.82
Date: 08-01 at 01:42:18, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 766.87, max: 766.87
Date: 08-01 at 01:42:51, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.63(3), mean: 829.74, max: 902.18
Date: 08-01 at 01:43:12, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 2701.13, max: 3778.74
Date: 08-01 at 01:43:37, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.63(3), mean: 818.07, max: 902.55
Date: 08-01 at 01:44:04, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 1896.82, max: 2999.69
Date: 08-01 at 01:44:24, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.63(3), mean: 800.01, max: 833.63
Date: 08-01 at 01:44:56, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 980.45, max: 1132.59
Date: 08-01 at 01:45:13, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 790.63(3), mean: 812.89, max: 867.88
Date: 08-01 at 01:45:52, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 851.63, max: 950.72
Date: 08-01 at 01:46:02, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 785.90(3), mean: 795.31, max: 824.24
Date: 08-01 at 01:46:42, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 846.44, max: 948.62
Date: 08-01 at 01:46:47, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 783.12(3), mean: 847.36, max: 880.61
Date: 08-01 at 01:47:31, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 775.17, max: 798.26
Date: 08-01 at 01:47:34, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 783.12(3), mean: 897.44, max: 947.79
Date: 08-01 at 01:48:23, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 777.78(3), mean: 787.24, max: 796.96
Date: 08-01 at 01:48:24, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 771.67, max: 798.26
Date: 08-01 at 01:49:08, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 777.78(3), mean: 819.59, max: 859.11
Date: 08-01 at 01:49:12, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 779.11, max: 861.69
Date: 08-01 at 01:49:56, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 777.78(3), mean: 788.03, max: 823.99
Date: 08-01 at 01:50:01, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 773.35, max: 814.12
Date: 08-01 at 01:50:47, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 777.52(3), mean: 783.12, max: 796.85
Date: 08-01 at 01:50:51, #particle: 15, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 2826.64, max: 3794.32
Date: 08-01 at 01:51:30, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 772.84(3), mean: 828.74, max: 841.73
Date: 08-01 at 01:51:50, #particle: 15, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 1618.80, max: 2925.53
Date: 08-01 at 01:52:19, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 770.48(3), mean: 797.93, max: 807.96
Date: 08-01 at 01:52:42, #particle: 15, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 766.87(3), mean: 1294.90, max: 2009.98
Date: 08-01 at 01:53:11, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 705.33, best obj: 770.48(3), mean: 810.30, max: 854.22
