Date: 07-08 at 19:03:03, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1465.31(12) mean: 3452.71, max: 4131.77
Date: 07-08 at 19:03:43, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1213.07(12) mean: 2632.48, max: 3594.80
Date: 07-08 at 19:04:26, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1152.85(12) mean: 2303.27, max: 3293.34
Date: 07-08 at 19:05:07, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1094.78(14) mean: 2196.36, max: 3172.28
Date: 07-08 at 19:05:48, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1048.38(14) mean: 2176.18, max: 3145.18
Date: 07-08 at 19:06:37, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1046.65(14) mean: 2130.27, max: 3095.47
Date: 07-08 at 19:07:21, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1046.65(14) mean: 1963.57, max: 2998.99
Date: 07-08 at 19:08:05, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1046.65(14) mean: 1964.78, max: 3042.40
Date: 07-08 at 19:08:52, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1046.65(14) mean: 1909.07, max: 2940.87
Date: 07-08 at 19:09:40, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1046.65(14) mean: 1187.56, max: 1344.86
Date: 07-08 at 19:10:27, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1046.65(14) mean: 1218.85, max: 1383.07
Date: 07-08 at 19:11:18, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 1027.62(14) mean: 1199.20, max: 1414.19
Date: 07-08 at 19:12:04, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 975.06(13) mean: 1061.12, max: 1189.71
Date: 07-08 at 19:12:46, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 898.39(11) mean: 1018.68, max: 1126.01
Date: 07-08 at 19:13:26, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 893.43(11) mean: 1065.59, max: 1193.68
Date: 07-08 at 19:14:11, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 893.43(11) mean: 1032.71, max: 1229.16
Date: 07-08 at 19:14:56, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 893.43(11) mean: 999.80, max: 1118.00
Date: 07-08 at 19:15:42, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 893.43(11) mean: 987.79, max: 1058.03
Date: 07-08 at 19:16:26, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 885.63(12) mean: 953.51, max: 1004.02
Date: 07-08 at 19:17:06, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 862.29(11) mean: 957.04, max: 1013.65
Date: 07-08 at 19:17:48, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 861.07(11) mean: 946.48, max: 1004.02
Date: 07-08 at 19:18:32, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 861.07(11) mean: 937.25, max: 1004.02
Date: 07-08 at 19:19:13, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 861.07(11) mean: 920.48, max: 985.76
Date: 07-08 at 19:19:54, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 861.07(11) mean: 920.30, max: 983.79
Date: 07-08 at 19:20:34, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 861.07(11) mean: 920.30, max: 983.79
Date: 07-08 at 19:21:14, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07 best obj: 861.07(11) mean: 920.30, max: 983.79
