Date: 07-11 at 15:37:52, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1461.43(5) mean: 3984.92, max: 4889.17
Date: 07-11 at 15:38:28, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1342.54(5) mean: 2370.48, max: 3985.92
Date: 07-11 at 15:39:02, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1314.26(5) mean: 1910.40, max: 3162.52
Date: 07-11 at 15:39:39, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1279.32(5) mean: 1844.95, max: 2982.84
Date: 07-11 at 15:40:24, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1279.32(5) mean: 1615.96, max: 2643.33
Date: 07-11 at 15:41:02, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1279.32(5) mean: 1419.35, max: 1567.20
Date: 07-11 at 15:41:49, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1279.32(5) mean: 1379.50, max: 1645.75
Date: 07-11 at 15:42:28, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1279.32(5) mean: 1384.62, max: 1488.37
Date: 07-11 at 15:43:00, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1279.32(5) mean: 1434.61, max: 1582.66
Date: 07-11 at 15:43:41, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1279.32(5) mean: 1351.26, max: 1452.03
Date: 07-11 at 15:44:14, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1202.97(8) mean: 1397.73, max: 1556.94
Date: 07-11 at 15:44:59, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1182.96(8) mean: 1366.17, max: 1589.81
Date: 07-11 at 15:45:42, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1182.96(8) mean: 1348.02, max: 1553.72
Date: 07-11 at 15:46:26, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1115.28(7) mean: 1232.40, max: 1308.38
Date: 07-11 at 15:47:09, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1105.55(7) mean: 1237.66, max: 1335.27
Date: 07-11 at 15:47:50, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1100.86(6) mean: 1187.40, max: 1320.27
Date: 07-11 at 15:48:28, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1100.66(6) mean: 1195.43, max: 1323.39
Date: 07-11 at 15:49:12, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1100.66(6) mean: 1177.03, max: 1337.70
Date: 07-11 at 15:49:52, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1083.75(7) mean: 1191.58, max: 1387.23
Date: 07-11 at 15:50:37, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1072.15(7) mean: 1112.26, max: 1150.34
Date: 07-11 at 15:51:13, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1056.99(7) mean: 1139.39, max: 1183.57
Date: 07-11 at 15:51:56, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1102.34, max: 1176.69
Date: 07-11 at 15:52:34, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1141.85, max: 1183.32
Date: 07-11 at 15:53:16, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1122.02, max: 1169.07
Date: 07-11 at 15:54:01, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1095.35, max: 1168.46
Date: 07-11 at 15:54:40, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1094.52, max: 1128.75
Date: 07-11 at 15:55:19, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1085.11, max: 1109.57
Date: 07-11 at 15:56:00, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1089.11, max: 1134.74
Date: 07-11 at 15:56:39, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1088.24, max: 1121.67
Date: 07-11 at 15:57:23, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1087.74, max: 1117.07
Date: 07-11 at 15:58:05, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1089.71, max: 1136.74
Date: 07-11 at 15:58:48, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1088.44, max: 1118.00
Date: 07-11 at 15:59:31, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1087.90, max: 1116.62
Date: 07-11 at 16:00:15, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1086.54, max: 1116.62
Date: 07-11 at 16:00:59, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1086.54, max: 1116.62
Date: 07-11 at 16:01:45, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1086.54, max: 1116.62
Date: 07-11 at 16:02:32, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1086.51, max: 1116.47
Date: 07-11 at 16:03:20, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1086.51, max: 1116.47
Date: 07-11 at 16:04:00, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1091.41, max: 1189.96
Date: 07-11 at 16:04:44, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1086.86, max: 1121.67
Date: 07-11 at 16:05:29, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1086.59, max: 1116.47
Date: 07-11 at 16:06:17, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1086.61, max: 1116.62
Date: 07-11 at 16:06:59, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1092.56, max: 1205.86
Date: 07-11 at 16:07:36, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1102.48, max: 1135.54
Date: 07-11 at 16:08:24, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1091.87, max: 1134.99
Date: 07-11 at 16:09:05, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1090.31, max: 1134.99
Date: 07-11 at 16:09:43, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1055.93(7) mean: 1060.18, max: 1075.93
Date: 07-11 at 16:10:23, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1055.60, max: 1055.93
Date: 07-11 at 16:11:03, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1055.60, max: 1055.93
Date: 07-11 at 16:11:45, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1055.60, max: 1055.93
Date: 07-11 at 16:12:29, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1055.60, max: 1055.93
Date: 07-11 at 16:13:08, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1079.06, max: 1082.35
Date: 07-11 at 16:13:53, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1055.03, max: 1070.72
Date: 07-11 at 16:14:37, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1054.70, max: 1071.82
Date: 07-11 at 16:15:19, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1051.57, max: 1058.68
Date: 07-11 at 16:16:00, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1051.49, max: 1058.68
Date: 07-11 at 16:16:43, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1054.83, max: 1108.84
Date: 07-11 at 16:17:25, iter: 58, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1051.49, max: 1058.68
Date: 07-11 at 16:18:03, iter: 59, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1051.49, max: 1058.68
Date: 07-11 at 16:18:50, iter: 60, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1051.49, max: 1058.68
Date: 07-11 at 16:19:37, iter: 61, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1051.49, max: 1058.68
Date: 07-11 at 16:20:21, iter: 62, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1052.75, max: 1077.65
Date: 07-11 at 16:21:03, iter: 63, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:21:44, iter: 64, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:22:28, iter: 65, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:23:19, iter: 66, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:24:00, iter: 67, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:24:46, iter: 68, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:25:34, iter: 69, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:26:12, iter: 70, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:26:54, iter: 71, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:27:37, iter: 72, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:28:24, iter: 73, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:29:14, iter: 74, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:30:05, iter: 75, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:30:56, iter: 76, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:31:40, iter: 77, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:32:25, iter: 78, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:33:07, iter: 79, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:33:52, iter: 80, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:34:31, iter: 81, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:35:16, iter: 82, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:35:56, iter: 83, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:36:41, iter: 84, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:37:24, iter: 85, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:38:06, iter: 86, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:38:46, iter: 87, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:39:33, iter: 88, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:40:23, iter: 89, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:41:11, iter: 90, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:42:00, iter: 91, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:42:45, iter: 92, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:43:31, iter: 93, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:44:14, iter: 94, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:45:00, iter: 95, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:45:44, iter: 96, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:46:23, iter: 97, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1050.97, max: 1050.97
Date: 07-11 at 16:47:16, iter: 99, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 2234.78, max: 4046.72
Date: 07-11 at 16:47:56, iter: 100, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1302.51, max: 3014.36
Date: 07-11 at 16:48:44, iter: 101, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1315.55, max: 2977.19
Date: 07-11 at 16:49:35, iter: 102, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1168.34, max: 1345.60
Date: 07-11 at 16:50:14, iter: 103, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1200.65, max: 1443.63
Date: 07-11 at 16:50:58, iter: 104, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1161.75, max: 1475.44
Date: 07-11 at 16:51:43, iter: 105, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1170.21, max: 1491.13
Date: 07-11 at 16:52:26, iter: 106, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1093.70, max: 1181.60
Date: 07-11 at 16:53:08, iter: 107, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1050.97(7) mean: 1078.35, max: 1168.89
Date: 07-11 at 16:53:52, iter: 108, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1045.06(7) mean: 1058.82, max: 1114.65
Date: 07-11 at 16:54:33, iter: 109, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1045.06(7) mean: 1086.97, max: 1162.30
Date: 07-11 at 16:55:17, iter: 110, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1042.49(7) mean: 1055.72, max: 1107.20
Date: 07-11 at 16:55:59, iter: 111, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1042.49(7) mean: 1081.07, max: 1131.05
Date: 07-11 at 16:56:36, iter: 112, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1042.49(7) mean: 1073.32, max: 1147.99
Date: 07-11 at 16:57:21, iter: 113, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1028.92(7) mean: 1043.37, max: 1056.76
Date: 07-11 at 16:58:11, iter: 114, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1027.30(7) mean: 1041.65, max: 1045.06
Date: 07-11 at 16:59:02, iter: 115, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1027.30(7) mean: 1041.65, max: 1045.06
Date: 07-11 at 16:59:37, iter: 116, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1027.30(7) mean: 1065.74, max: 1070.87
Date: 07-11 at 17:00:17, iter: 117, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1020.46(7) mean: 1030.63, max: 1041.31
Date: 07-11 at 17:00:57, iter: 118, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1027.07, max: 1032.09
Date: 07-11 at 17:01:37, iter: 119, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1042.40, max: 1080.17
Date: 07-11 at 17:02:23, iter: 120, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1023.55, max: 1033.33
Date: 07-11 at 17:03:03, iter: 121, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1031.88, max: 1082.14
Date: 07-11 at 17:03:48, iter: 122, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1019.57, max: 1024.86
Date: 07-11 at 17:04:30, iter: 123, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1019.50, max: 1023.80
Date: 07-11 at 17:05:11, iter: 124, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1019.50, max: 1023.80
Date: 07-11 at 17:05:57, iter: 125, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1019.50, max: 1023.80
Date: 07-11 at 17:06:45, iter: 126, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1019.50, max: 1023.80
Date: 07-11 at 17:07:30, iter: 127, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1019.50, max: 1023.80
Date: 07-11 at 17:08:18, iter: 128, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1019.50, max: 1023.80
Date: 07-11 at 17:09:03, iter: 129, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1019.50, max: 1023.80
Date: 07-11 at 17:09:44, iter: 130, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1022.18, max: 1043.87
Date: 07-11 at 17:10:30, iter: 131, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.86, max: 1019.09
Date: 07-11 at 17:11:20, iter: 132, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:12:12, iter: 133, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:13:06, iter: 134, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:13:54, iter: 135, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:14:42, iter: 136, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:15:35, iter: 137, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:16:25, iter: 138, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:17:11, iter: 139, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:18:02, iter: 140, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:18:50, iter: 141, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:19:35, iter: 142, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:20:20, iter: 143, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:21:06, iter: 144, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:21:48, iter: 145, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:22:38, iter: 146, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
Date: 07-11 at 17:23:25, iter: 147, fix: false, local: true, cut car: false, new generate: true, Khoo: 926.82 best obj: 1018.84(7) mean: 1018.84, max: 1018.84
