Date: 04-09 at 01:06:15, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 269.70(4), mean: 309.84, max: 355.65
Date: 04-09 at 01:06:15, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 259.54(4), mean: 289.37, max: 319.77
Date: 04-09 at 01:06:16, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 285.46, max: 353.90
Date: 04-09 at 01:06:17, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 285.14, max: 392.97
Date: 04-09 at 01:06:18, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 289.59, max: 432.05
Date: 04-09 at 01:06:19, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 313.61, max: 546.74
Date: 04-09 at 01:06:20, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 336.55, max: 661.44
Date: 04-09 at 01:06:21, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 367.97, max: 755.72
Date: 04-09 at 01:06:22, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 380.94, max: 794.79
Date: 04-09 at 01:06:23, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 419.17, max: 909.49
Date: 04-09 at 01:06:25, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 450.60, max: 1003.77
Date: 04-09 at 01:06:27, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 463.62, max: 1042.84
Date: 04-09 at 01:06:29, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 248.05(3), mean: 495.05, max: 1137.12
