Date: 04-10 at 20:20:43, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 567.28(4), mean: 609.52, max: 717.30
Date: 04-10 at 20:20:44, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 539.38(3), mean: 574.21, max: 632.62
Date: 04-10 at 20:20:45, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 532.05(3), mean: 567.50, max: 632.62
Date: 04-10 at 20:20:46, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 555.43, max: 632.62
Date: 04-10 at 20:20:47, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 552.73, max: 632.62
Date: 04-10 at 20:20:48, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 552.73, max: 632.62
Date: 04-10 at 20:20:49, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 552.73, max: 632.62
Date: 04-10 at 20:20:50, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 650.63, max: 779.46
Date: 04-10 at 20:20:51, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 819.69, max: 1033.05
Date: 04-10 at 20:20:54, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 988.75, max: 1286.64
Date: 04-10 at 20:20:58, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 1157.80, max: 1540.23
Date: 04-10 at 20:21:03, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 1208.05, max: 1615.60
Date: 04-10 at 20:21:09, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 1305.95, max: 1762.44
Date: 04-10 at 20:21:16, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 475.80(3), mean: 1403.84, max: 1909.29
