Date: 03-25 at 11:16:25, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 487.90(3), mean: 873.61, max: 1103.32
Date: 03-25 at 11:16:26, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 451.44(4), mean: 605.13, max: 807.34
Date: 03-25 at 11:16:26, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 433.98(4), mean: 548.52, max: 748.62
Date: 03-25 at 11:16:28, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 428.17(4), mean: 446.25, max: 486.44
Date: 03-25 at 11:16:29, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 427.47(3), mean: 435.57, max: 467.55
Date: 03-25 at 11:16:33, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 427.47(3), mean: 431.55, max: 453.67
Date: 03-25 at 11:16:34, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 427.47(3), mean: 427.47, max: 427.47
Date: 03-25 at 11:16:36, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 427.47(3), mean: 427.47, max: 427.47
Date: 03-25 at 11:16:40, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 427.47(3), mean: 427.47, max: 427.47
Date: 03-25 at 11:16:41, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 427.47(3), mean: 937.14, max: 1067.45
Date: 03-25 at 11:16:42, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 427.47(3), mean: 604.13, max: 824.47
Date: 03-25 at 11:16:43, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 427.47(3), mean: 493.67, max: 613.35
Date: 03-25 at 11:16:44, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 424.89(3), mean: 428.24, max: 442.23
Date: 03-25 at 11:16:46, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 424.89(3), mean: 428.13, max: 441.05
Date: 03-25 at 11:16:48, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 424.89(3), mean: 427.23, max: 431.60
Date: 03-25 at 11:16:50, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 424.89(3), mean: 425.20, max: 429.50
Date: 03-25 at 11:16:54, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 424.89(3), mean: 424.89, max: 424.89
Date: 03-25 at 11:16:55, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 424.89(3), mean: 926.34, max: 1026.26
Date: 03-25 at 11:16:56, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 424.89(3), mean: 724.08, max: 931.93
Date: 03-25 at 11:16:57, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 424.89(3), mean: 477.79, max: 549.26
Date: 03-25 at 11:16:58, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 424.89(3), mean: 450.10, max: 501.79
Date: 03-25 at 11:17:00, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 421.88(3), mean: 931.22, max: 1056.96
Date: 03-25 at 11:17:01, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 421.88(3), mean: 721.02, max: 878.44
