Date: 03-25 at 01:14:41, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 482.50(3), mean: 866.57, max: 1063.52
Date: 03-25 at 01:14:42, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 462.19(3), mean: 647.59, max: 820.48
Date: 03-25 at 01:14:43, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 444.78(3), mean: 563.23, max: 755.34
Date: 03-25 at 01:14:44, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 441.27(3), mean: 558.71, max: 741.28
Date: 03-25 at 01:14:45, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 428.34(3), mean: 454.88, max: 501.65
Date: 03-25 at 01:14:47, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 437.86, max: 489.91
Date: 03-25 at 01:14:47, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 441.30, max: 465.42
Date: 03-25 at 01:14:50, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 419.62, max: 419.62
Date: 03-25 at 01:14:54, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 419.62, max: 419.62
Date: 03-25 at 01:14:56, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 419.62, max: 419.62
Date: 03-25 at 01:14:59, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 896.93, max: 1004.03
Date: 03-25 at 01:15:00, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 666.65, max: 893.21
Date: 03-25 at 01:15:01, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 524.91, max: 665.67
Date: 03-25 at 01:15:02, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 465.25, max: 570.21
Date: 03-25 at 01:15:03, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 904.13, max: 1024.88
Date: 03-25 at 01:15:04, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 419.62(3), mean: 643.26, max: 810.55
