Date: 04-13 at 21:52:41, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 604.85(7), mean: 719.44, max: 834.35
Date: 04-13 at 21:52:42, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 696.12, max: 759.53
Date: 04-13 at 21:52:43, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 716.18, max: 858.83
Date: 04-13 at 21:52:44, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 735.18, max: 953.82
Date: 04-13 at 21:52:45, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 754.74, max: 1051.60
Date: 04-13 at 21:52:46, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 776.98, max: 1135.00
Date: 04-13 at 21:52:48, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 799.22, max: 1218.40
Date: 04-13 at 21:52:49, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 824.47, max: 1294.16
Date: 04-13 at 21:52:50, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 878.30, max: 1408.12
Date: 04-13 at 21:52:52, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 923.04, max: 1483.88
Date: 04-13 at 21:52:53, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 968.50, max: 1559.64
Date: 04-13 at 21:52:55, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 584.87(6), mean: 1013.96, max: 1635.40
