Date: 04-10 at 22:45:31, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 426.80(2), mean: 485.41, max: 602.46
Date: 04-10 at 22:45:32, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 407.64(3), mean: 463.60, max: 696.69
Date: 04-10 at 22:45:32, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 407.64(3), mean: 468.36, max: 761.71
Date: 04-10 at 22:45:33, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 407.64(3), mean: 515.62, max: 1020.81
Date: 04-10 at 22:45:34, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 407.64(3), mean: 565.07, max: 1279.92
Date: 04-10 at 22:45:35, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 586.47, max: 1363.44
Date: 04-10 at 22:45:37, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
Date: 04-10 at 22:45:39, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
Date: 04-10 at 22:45:42, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
Date: 04-10 at 22:45:44, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
Date: 04-10 at 22:45:47, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
Date: 04-10 at 22:45:49, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
Date: 04-10 at 22:45:51, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
Date: 04-10 at 22:45:54, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
Date: 04-10 at 22:45:56, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
Date: 04-10 at 22:45:59, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 399.76(1), mean: 399.76, max: 399.76
