Date: 07-02 at 13:06:52, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 1329.87(11) mean: 3637.25, max: 4441.48
Date: 07-02 at 13:07:46, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 1068.62(8) mean: 2476.55, max: 3479.43
Date: 07-02 at 13:08:35, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 1001.87(7) mean: 2154.64, max: 3208.63
Date: 07-02 at 13:09:27, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 993.30(7) mean: 2058.93, max: 3249.20
Date: 07-02 at 13:10:22, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 962.68(9) mean: 1746.99, max: 2974.03
Date: 07-02 at 13:11:12, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 942.97(9) mean: 1525.07, max: 2965.46
Date: 07-02 at 13:12:01, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 858.82(8) mean: 1415.58, max: 2822.66
Date: 07-02 at 13:12:51, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 818.46(7) mean: 1437.26, max: 2816.79
Date: 07-02 at 13:13:45, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 812.33(7) mean: 980.30, max: 1119.45
Date: 07-02 at 13:14:35, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 812.33(7) mean: 940.18, max: 1142.41
Date: 07-02 at 13:15:25, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 797.24(8) mean: 856.50, max: 910.85
Date: 07-02 at 13:16:07, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 775.37(7) mean: 877.81, max: 954.87
Date: 07-02 at 13:16:56, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 772.30(7) mean: 839.01, max: 880.87
Date: 07-02 at 13:17:45, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 772.30(7) mean: 845.98, max: 891.15
Date: 07-02 at 13:18:32, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 772.30(7) mean: 812.03, max: 843.44
