Date: 12-22 at 11:52:22, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 1175.99(5), mean: 3268.59, max: 3673.69
Date: 12-22 at 11:52:49, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 903.81(5), mean: 2444.05, max: 2832.90
Date: 12-22 at 11:53:33, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 821.22(5), mean: 2326.59, max: 2696.17
Date: 12-22 at 11:54:20, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 820.48(5), mean: 2320.63, max: 2727.21
Date: 12-22 at 11:54:50, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 820.48(5), mean: 1647.23, max: 1894.98
Date: 12-22 at 11:55:18, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 820.48(5), mean: 869.53, max: 960.37
Date: 12-22 at 11:55:46, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 819.80(5), mean: 824.28, max: 877.64
Date: 12-22 at 11:56:15, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 806.79(5), mean: 819.30, max: 830.52
Date: 12-22 at 11:56:41, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 779.29(5), mean: 806.81, max: 854.53
Date: 12-22 at 11:57:08, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 777.63(5), mean: 790.92, max: 825.40
Date: 12-22 at 11:57:33, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 777.63(5), mean: 777.74, max: 779.29
Date: 12-22 at 11:58:16, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 777.63(5), mean: 777.63, max: 777.63
Date: 12-22 at 11:58:45, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 777.63(5), mean: 777.63, max: 777.63
Date: 12-22 at 11:59:16, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 777.63(5), mean: 777.63, max: 777.63
Date: 12-22 at 11:59:43, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 777.63(5), mean: 871.58, max: 1078.78
Date: 12-22 at 12:00:07, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 777.63(5), mean: 806.41, max: 870.61
Date: 12-22 at 12:00:52, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 777.63(5), mean: 809.53, max: 875.61
Date: 12-22 at 12:01:41, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 775.76(5), mean: 795.36, max: 873.05
Date: 12-22 at 12:02:12, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 775.76(5), mean: 783.74, max: 873.05
Date: 12-22 at 12:02:42, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 591.56, best obj: 775.76(5), mean: 812.61, max: 818.28
