Date: 03-25 at 02:41:54, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 1063.21(8), mean: 1716.15, max: 2336.40
Date: 03-25 at 02:41:57, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 866.63(7), mean: 1520.77, max: 2231.99
Date: 03-25 at 02:42:01, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 835.44(7), mean: 1283.58, max: 2120.86
Date: 03-25 at 02:42:05, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 817.27(8), mean: 1120.32, max: 1757.52
Date: 03-25 at 02:42:07, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 805.60(8), mean: 1022.08, max: 1218.20
Date: 03-25 at 02:42:09, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 736.26(7), mean: 1077.34, max: 1287.18
Date: 03-25 at 02:42:13, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 735.90(7), mean: 959.53, max: 1246.83
Date: 03-25 at 02:42:16, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 735.57(7), mean: 862.69, max: 996.21
Date: 03-25 at 02:42:18, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 664.02(6), mean: 863.06, max: 1032.62
Date: 03-25 at 02:42:20, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 659.99(6), mean: 931.77, max: 1104.66
Date: 03-25 at 02:42:25, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 623.09(6), mean: 783.46, max: 878.73
Date: 03-25 at 02:42:33, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 613.78(6), mean: 701.85, max: 791.39
Date: 03-25 at 02:42:40, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 612.89(6), mean: 692.73, max: 749.98
Date: 03-25 at 02:42:46, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 612.89(6), mean: 681.72, max: 743.53
Date: 03-25 at 02:42:53, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 619.35, max: 679.71
Date: 03-25 at 02:42:57, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 618.09, max: 674.36
Date: 03-25 at 02:43:05, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 613.70, max: 672.26
Date: 03-25 at 02:43:12, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 555.25, max: 555.25
Date: 03-25 at 02:43:17, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 555.25, max: 555.25
Date: 03-25 at 02:43:27, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 1506.23, max: 2085.24
Date: 03-25 at 02:43:31, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 1252.03, max: 1717.92
Date: 03-25 at 02:43:38, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 872.60, max: 1012.17
Date: 03-25 at 02:43:43, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 726.49, max: 854.04
Date: 03-25 at 02:43:50, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 1500.14, max: 2178.90
Date: 03-25 at 02:43:53, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 555.25(5), mean: 1283.66, max: 1847.62
