Date: 08-05 at 18:10:56, iter: 1, new3, Khoo: 705.33, current_best: 1014.58 best obj: 1014.58(3) mean: 2342.83, max: 3231.99
Date: 08-05 at 18:11:40, iter: 2, new3, Khoo: 705.33, current_best: 958.64 best obj: 958.64(3) mean: 1725.35, max: 2679.71
Date: 08-05 at 18:12:25, iter: 3, new3, Khoo: 705.33, current_best: 938.00 best obj: 938.00(3) mean: 1118.25, max: 1586.66
Date: 08-05 at 18:13:08, iter: 4, new3, Khoo: 705.33, current_best: 937.08 best obj: 937.08(5) mean: 998.34, max: 1087.05
Date: 08-05 at 18:14:14, iter: 5, new3, Khoo: 705.33, current_best: 903.82 best obj: 903.82(4) mean: 1028.83, max: 1107.49
Date: 08-05 at 18:14:57, iter: 6, new3, Khoo: 705.33, current_best: 895.82 best obj: 895.82(4) mean: 1008.29, max: 1135.87
Date: 08-05 at 18:15:59, iter: 7, new3, Khoo: 705.33, current_best: 887.89 best obj: 887.89(4) mean: 1042.05, max: 1189.44
Date: 08-05 at 18:17:17, iter: 8, new3, Khoo: 705.33, current_best: 878.62 best obj: 878.62(5) mean: 906.14, max: 1060.25
Date: 08-05 at 18:18:33, iter: 9, new3, Khoo: 705.33, current_best: 876.53 best obj: 876.53(4) mean: 893.61, max: 920.63
Date: 08-05 at 18:19:30, iter: 10, new3, Khoo: 705.33, current_best: 876.53 best obj: 876.53(4) mean: 944.35, max: 981.45
Date: 08-05 at 18:20:30, iter: 11, new3, Khoo: 705.33, current_best: 871.60 best obj: 871.60(4) mean: 897.44, max: 932.66
Date: 08-05 at 18:21:30, iter: 12, new3, Khoo: 705.33, current_best: 861.82 best obj: 861.82(4) mean: 895.56, max: 959.13
Date: 08-05 at 18:22:15, iter: 13, new3, Khoo: 705.33, current_best: 861.82 best obj: 861.82(4) mean: 917.92, max: 979.98
Date: 08-05 at 18:23:18, iter: 14, new3, Khoo: 705.33, current_best: 860.37 best obj: 860.37(4) mean: 869.18, max: 906.39
Date: 08-05 at 18:24:16, iter: 15, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(4) mean: 863.83, max: 895.87
Date: 08-05 at 18:25:30, iter: 16, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(4) mean: 865.72, max: 904.73
Date: 08-05 at 18:26:30, iter: 17, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(4) mean: 862.83, max: 900.33
Date: 08-05 at 18:27:15, iter: 18, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(4) mean: 908.35, max: 944.82
Date: 08-05 at 18:28:47, iter: 20, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(4) mean: 982.76, max: 1337.04
Date: 08-05 at 18:29:25, iter: 21, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(4) mean: 965.55, max: 1261.46
Date: 08-05 at 18:30:27, iter: 22, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(4) mean: 904.23, max: 1198.83
Date: 08-05 at 18:31:14, iter: 23, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(4) mean: 878.58, max: 965.70
Date: 08-05 at 18:32:09, iter: 25, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(4) mean: 1029.72, max: 1282.68
Date: 08-05 at 18:32:59, iter: 27, new3, Khoo: 705.33, current_best: 853.93 best obj: 853.93(5) mean: 945.09, max: 1198.38
Date: 08-05 at 18:33:46, iter: 28, new3, Khoo: 705.33, current_best: 853.93 best obj: 919.18(4) mean: 1136.64, max: 1326.93
Date: 08-05 at 18:34:35, iter: 29, new3, Khoo: 705.33, current_best: 853.93 best obj: 893.24(4) mean: 1151.77, max: 1340.78
Date: 08-05 at 18:35:49, iter: 31, new3, Khoo: 705.33, current_best: 853.93 best obj: 870.25(4) mean: 1178.01, max: 1517.00
Date: 08-05 at 18:37:04, iter: 32, new3, Khoo: 705.33, current_best: 853.93 best obj: 862.26(4) mean: 1106.15, max: 1530.28
Date: 08-05 at 18:37:45, iter: 33, new3, Khoo: 705.33, current_best: 853.93 best obj: 854.25(4) mean: 951.89, max: 1199.37
Date: 08-05 at 18:39:01, iter: 34, new3, Khoo: 705.33, current_best: 853.93 best obj: 854.25(4) mean: 959.30, max: 1221.82
Date: 08-05 at 18:39:55, iter: 36, new3, Khoo: 705.33, current_best: 853.93 best obj: 854.25(4) mean: 1005.67, max: 1264.21
Date: 08-05 at 18:40:58, iter: 37, new3, Khoo: 705.33, current_best: 853.93 best obj: 854.25(4) mean: 937.89, max: 1267.23
Date: 08-05 at 18:41:48, iter: 39, new3, Khoo: 705.33, current_best: 853.93 best obj: 854.25(5) mean: 887.84, max: 1197.61
Date: 08-05 at 18:42:31, iter: 40, new3, Khoo: 705.33, current_best: 853.93 best obj: 854.96(4) mean: 900.96, max: 1179.26
Date: 08-05 at 18:43:33, iter: 41, new3, Khoo: 705.33, current_best: 843.89 best obj: 843.89(4) mean: 919.67, max: 1225.27
Date: 08-05 at 18:44:37, iter: 42, new3, Khoo: 705.33, current_best: 834.20 best obj: 834.20(4) mean: 891.87, max: 1188.16
Date: 08-05 at 18:45:41, iter: 43, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(4) mean: 909.87, max: 1194.71
Date: 08-05 at 18:46:22, iter: 44, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(4) mean: 917.50, max: 990.53
Date: 08-05 at 18:47:07, iter: 45, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(4) mean: 872.94, max: 911.80
Date: 08-05 at 18:48:03, iter: 46, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(4) mean: 889.43, max: 958.59
Date: 08-05 at 18:49:10, iter: 48, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(4) mean: 1055.80, max: 1262.86
Date: 08-05 at 18:50:08, iter: 49, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(4) mean: 901.40, max: 979.89
Date: 08-05 at 18:51:13, iter: 50, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(4) mean: 921.38, max: 1013.99
Date: 08-05 at 18:52:16, iter: 51, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(4) mean: 893.29, max: 976.76
Date: 08-05 at 18:53:25, iter: 53, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(4) mean: 1067.08, max: 1256.66
Date: 08-05 at 18:54:27, iter: 55, new3, Khoo: 705.33, current_best: 822.13 best obj: 822.13(5) mean: 1029.52, max: 1235.78
Date: 08-05 at 18:55:24, iter: 56, new3, Khoo: 705.33, current_best: 822.13 best obj: 853.64(4) mean: 991.77, max: 1290.03
Date: 08-05 at 18:56:20, iter: 57, new3, Khoo: 705.33, current_best: 822.13 best obj: 831.68(4) mean: 903.22, max: 1213.76
Date: 08-05 at 18:57:18, iter: 58, new3, Khoo: 705.33, current_best: 790.58 best obj: 790.58(4) mean: 893.41, max: 1213.70
Date: 08-05 at 18:58:12, iter: 59, new3, Khoo: 705.33, current_best: 787.81 best obj: 787.81(4) mean: 931.05, max: 1240.48
Date: 08-05 at 18:59:13, iter: 60, new3, Khoo: 705.33, current_best: 786.82 best obj: 786.82(4) mean: 934.54, max: 1234.87
Date: 08-05 at 19:00:14, iter: 61, new3, Khoo: 705.33, current_best: 786.82 best obj: 786.82(4) mean: 913.17, max: 1055.56
Date: 08-05 at 19:01:04, iter: 62, new3, Khoo: 705.33, current_best: 783.99 best obj: 783.99(4) mean: 793.79, max: 812.40
Date: 08-05 at 19:02:06, iter: 63, new3, Khoo: 705.33, current_best: 783.99 best obj: 783.99(4) mean: 785.03, max: 792.64
Date: 08-05 at 19:03:00, iter: 64, new3, Khoo: 705.33, current_best: 783.99 best obj: 783.99(4) mean: 791.87, max: 822.73
Date: 08-05 at 19:03:49, iter: 65, new3, Khoo: 705.33, current_best: 783.99 best obj: 783.99(4) mean: 790.60, max: 844.90
Date: 08-05 at 19:04:41, iter: 67, new3, Khoo: 705.33, current_best: 783.99 best obj: 783.99(4) mean: 1067.30, max: 1210.03
Date: 08-05 at 19:05:35, iter: 68, new3, Khoo: 705.33, current_best: 783.99 best obj: 783.99(4) mean: 965.37, max: 1110.49
Date: 08-05 at 19:06:34, iter: 69, new3, Khoo: 705.33, current_best: 774.50 best obj: 774.50(4) mean: 833.10, max: 895.32
Date: 08-05 at 19:07:30, iter: 70, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 848.32, max: 931.08
Date: 08-05 at 19:08:16, iter: 71, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 798.77, max: 869.03
Date: 08-05 at 19:09:17, iter: 72, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 780.18, max: 858.84
Date: 08-05 at 19:10:12, iter: 73, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 773.76, max: 773.76
Date: 08-05 at 19:11:13, iter: 75, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 1053.78, max: 1188.11
Date: 08-05 at 19:12:10, iter: 76, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 927.02, max: 1141.92
Date: 08-05 at 19:13:07, iter: 77, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 884.12, max: 1109.56
Date: 08-05 at 19:14:06, iter: 78, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 801.04, max: 887.82
Date: 08-05 at 19:14:54, iter: 80, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 1057.80, max: 1237.69
Date: 08-05 at 19:15:49, iter: 82, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(5) mean: 951.08, max: 1209.50
Date: 08-05 at 19:16:37, iter: 83, new3, Khoo: 705.33, current_best: 773.76 best obj: 774.04(4) mean: 856.85, max: 993.21
Date: 08-05 at 19:17:27, iter: 84, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 832.52, max: 877.29
Date: 08-05 at 19:18:27, iter: 86, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 1064.47, max: 1243.74
Date: 08-05 at 19:19:26, iter: 87, new3, Khoo: 705.33, current_best: 773.76 best obj: 773.76(4) mean: 941.43, max: 1254.07
