Date: 03-25 at 02:49:26, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 824.96(8), mean: 1554.51, max: 1796.18
Date: 03-25 at 02:49:29, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 750.60(8), mean: 1350.52, max: 1703.90
Date: 03-25 at 02:49:32, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 702.41(7), mean: 1062.37, max: 1559.39
Date: 03-25 at 02:49:35, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 690.22(7), mean: 976.97, max: 1505.15
Date: 03-25 at 02:49:38, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 690.22(7), mean: 914.19, max: 1373.29
Date: 03-25 at 02:49:42, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 684.66(7), mean: 718.67, max: 765.30
Date: 03-25 at 02:49:44, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 664.86(7), mean: 725.06, max: 801.33
Date: 03-25 at 02:49:47, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 701.10, max: 804.75
Date: 03-25 at 02:49:52, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 695.22, max: 747.61
Date: 03-25 at 02:49:55, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 704.38, max: 736.43
Date: 03-25 at 02:49:59, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 697.43, max: 749.45
Date: 03-25 at 02:50:04, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 692.97, max: 727.63
Date: 03-25 at 02:50:07, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 1398.49, max: 1657.76
Date: 03-25 at 02:50:11, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 1217.73, max: 1516.71
Date: 03-25 at 02:50:14, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 1140.25, max: 1435.91
Date: 03-25 at 02:50:18, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 1036.68, max: 1416.15
Date: 03-25 at 02:50:23, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 1410.90, max: 1718.28
Date: 03-25 at 02:50:27, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 663.93(7), mean: 1400.80, max: 1721.82
