Date: 03-24 at 15:18:46, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 830.17(8), mean: 1441.47, max: 1735.71
Date: 03-24 at 15:18:49, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 780.25(8), mean: 1251.60, max: 1618.31
Date: 03-24 at 15:18:51, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 756.92(8), mean: 1131.81, max: 1581.78
Date: 03-24 at 15:18:54, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 699.61(7), mean: 898.38, max: 1415.88
Date: 03-24 at 15:18:57, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 694.98(7), mean: 904.63, max: 1411.93
Date: 03-24 at 15:19:01, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 692.47(7), mean: 759.53, max: 819.63
Date: 03-24 at 15:19:03, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 692.47(7), mean: 792.10, max: 882.28
Date: 03-24 at 15:19:06, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 692.47(7), mean: 735.37, max: 784.98
Date: 03-24 at 15:19:11, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 692.13(7), mean: 723.34, max: 753.15
Date: 03-24 at 15:19:14, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 682.03(7), mean: 752.69, max: 804.60
Date: 03-24 at 15:19:17, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 682.03(7), mean: 737.56, max: 801.42
Date: 03-24 at 15:19:21, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 682.03(7), mean: 726.42, max: 801.15
Date: 03-24 at 15:19:29, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 668.01(7), mean: 696.14, max: 729.76
Date: 03-24 at 15:19:37, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 699.67, max: 726.73
Date: 03-24 at 15:19:45, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 686.69, max: 704.38
Date: 03-24 at 15:19:53, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 688.33, max: 727.32
Date: 03-24 at 15:19:57, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 708.61, max: 748.53
Date: 03-24 at 15:20:02, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 690.35, max: 732.92
Date: 03-24 at 15:20:10, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 1417.29, max: 1782.59
Date: 03-24 at 15:20:14, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 1250.25, max: 1511.67
Date: 03-24 at 15:20:19, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 808.24, max: 888.62
Date: 03-24 at 15:20:22, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 832.19, max: 905.23
Date: 03-24 at 15:20:26, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 1392.10, max: 1682.28
Date: 03-24 at 15:20:30, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 665.93(7), mean: 1228.92, max: 1629.87
