Date: 07-12 at 11:33:13, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1369.85(13) mean: 3448.03, max: 3903.73
Date: 07-12 at 11:34:08, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1134.05(13) mean: 2929.85, max: 3617.17
Date: 07-12 at 11:35:00, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1109.71(13) mean: 2476.16, max: 3311.71
Date: 07-12 at 11:35:49, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1099.05(13) mean: 2114.72, max: 3151.66
Date: 07-12 at 11:36:44, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1059.48(13) mean: 1200.54, max: 1368.96
Date: 07-12 at 11:37:35, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1013.03(12) mean: 1160.89, max: 1369.28
Date: 07-12 at 11:38:24, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 974.16(12) mean: 1178.11, max: 1297.81
Date: 07-12 at 11:39:16, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 970.38(12) mean: 1085.67, max: 1173.25
Date: 07-12 at 11:40:04, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 970.38(12) mean: 1137.44, max: 1241.90
Date: 07-12 at 11:40:54, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 970.38(12) mean: 1092.83, max: 1287.02
Date: 07-12 at 11:41:48, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 963.41(13) mean: 1035.90, max: 1161.83
Date: 07-12 at 11:42:36, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 963.41(13) mean: 1055.99, max: 1192.63
Date: 07-12 at 11:43:28, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 927.49(12) mean: 1017.77, max: 1187.37
Date: 07-12 at 11:44:22, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 905.20(12) mean: 1002.93, max: 1108.40
Date: 07-12 at 11:45:11, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 905.20(12) mean: 983.80, max: 1108.40
Date: 07-12 at 11:45:58, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.77(11) mean: 972.09, max: 1107.99
Date: 07-12 at 11:46:51, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.46(11) mean: 959.03, max: 1050.18
Date: 07-12 at 11:47:43, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.46(11) mean: 948.94, max: 1050.18
Date: 07-12 at 11:48:30, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.46(11) mean: 946.44, max: 1050.18
Date: 07-12 at 11:49:18, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.46(11) mean: 965.91, max: 1094.32
Date: 07-12 at 11:50:09, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.46(11) mean: 944.06, max: 1053.72
Date: 07-12 at 11:50:58, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.46(11) mean: 1014.47, max: 1271.65
Date: 07-12 at 11:51:44, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.46(11) mean: 968.28, max: 1160.35
Date: 07-12 at 11:52:32, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.57(11) mean: 899.54, max: 956.53
Date: 07-12 at 11:53:21, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 888.67, max: 949.94
Date: 07-12 at 11:54:08, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 881.69, max: 932.20
Date: 07-12 at 11:54:53, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 907.24, max: 933.58
Date: 07-12 at 11:55:47, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 893.83, max: 930.45
Date: 07-12 at 11:56:37, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 888.92, max: 930.45
Date: 07-12 at 11:57:27, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 853.07(10) mean: 1005.04, max: 1235.49
Date: 07-12 at 11:58:14, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 916.28, max: 1035.71
Date: 07-12 at 11:59:02, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 884.08, max: 967.24
Date: 07-12 at 11:59:44, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 871.84, max: 964.61
Date: 07-12 at 12:00:28, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 857.07, max: 899.00
Date: 07-12 at 12:01:16, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 852.36, max: 893.63
Date: 07-12 at 12:02:09, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 853.79, max: 992.00
Date: 07-12 at 12:02:51, iter: 40, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 840.89, max: 930.05
Date: 07-12 at 12:03:35, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 839.59, max: 897.81
Date: 07-12 at 12:04:21, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 832.12, max: 876.68
Date: 07-12 at 12:05:17, iter: 44, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 842.94, max: 970.48
Date: 07-12 at 12:06:02, iter: 45, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 835.26, max: 896.75
Date: 07-12 at 12:06:41, iter: 46, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 833.12, max: 891.63
Date: 07-12 at 12:07:26, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 830.75, max: 856.06
Date: 07-12 at 12:08:22, iter: 49, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 841.26, max: 1013.83
Date: 07-12 at 12:09:11, iter: 50, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 842.06, max: 1025.71
Date: 07-12 at 12:09:53, iter: 51, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 830.47, max: 851.87
Date: 07-12 at 12:10:37, iter: 52, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 12:11:30, iter: 54, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 12:12:19, iter: 55, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 12:13:06, iter: 56, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 12:13:48, iter: 57, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 12:14:40, iter: 59, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 837.27, max: 891.43
Date: 07-12 at 12:15:27, iter: 60, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 830.96, max: 859.33
Date: 07-12 at 12:16:12, iter: 61, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 830.96, max: 859.33
Date: 07-12 at 12:16:58, iter: 62, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 830.96, max: 859.33
Date: 07-12 at 12:17:51, iter: 64, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 839.90, max: 899.50
Date: 07-12 at 12:18:37, iter: 65, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 844.96, max: 937.98
Date: 07-12 at 12:19:25, iter: 66, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 831.47, max: 866.88
Date: 07-12 at 12:20:13, iter: 67, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-12 at 12:21:10, iter: 69, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 835.81, max: 884.51
Date: 07-12 at 12:21:54, iter: 70, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 834.34, max: 909.97
Date: 07-12 at 12:22:37, iter: 71, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 829.57, max: 838.42
Date: 07-12 at 12:23:23, iter: 72, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 829.38, max: 835.60
Date: 07-12 at 12:24:23, iter: 74, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 848.08, max: 1035.44
Date: 07-12 at 12:25:07, iter: 75, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 836.27, max: 938.86
Date: 07-12 at 12:25:53, iter: 76, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 829.45, max: 836.67
Date: 07-12 at 12:26:40, iter: 77, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
