Date: 01-31 at 02:57:15, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1404.69(15), mean: 3329.24, max: 3791.56
Date: 01-31 at 02:58:49, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1210.24(14), mean: 2907.27, max: 3591.37
Date: 01-31 at 03:00:27, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1166.55(13), mean: 1427.59, max: 1603.40
Date: 01-31 at 03:01:57, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1164.61(13), mean: 1488.75, max: 1643.39
Date: 01-31 at 03:03:35, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1155.31(13), mean: 1572.97, max: 1746.16
Date: 01-31 at 03:05:26, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1141.44(15), mean: 1264.08, max: 1362.10
Date: 01-31 at 03:07:00, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1050.40(13), mean: 1292.94, max: 1402.67
Date: 01-31 at 03:08:37, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1016.48(13), mean: 1316.56, max: 1438.45
Date: 01-31 at 03:10:12, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1016.48(13), mean: 1207.48, max: 1415.57
Date: 01-31 at 03:11:50, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1016.48(13), mean: 1145.59, max: 1260.71
Date: 01-31 at 03:13:17, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1016.48(13), mean: 1179.25, max: 1362.83
Date: 01-31 at 03:14:44, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 1016.48(13), mean: 1116.18, max: 1226.49
Date: 01-31 at 03:16:14, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 999.84(12), mean: 3097.89, max: 3632.45
Date: 01-31 at 03:17:46, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 999.84(12), mean: 2983.06, max: 3607.04
Date: 01-31 at 03:19:17, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 999.84(12), mean: 1328.64, max: 1555.81
Date: 01-31 at 03:20:46, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 999.84(12), mean: 1241.27, max: 1500.18
Date: 01-31 at 03:22:26, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 999.84(12), mean: 3056.13, max: 3702.88
Date: 01-31 at 03:23:56, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94, best obj: 999.84(12), mean: 2554.34, max: 3399.90
