Date: 07-12 at 10:26:18, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1445.66(13) mean: 3453.08, max: 3903.73
Date: 07-12 at 10:27:21, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1224.13(12) mean: 3219.62, max: 3607.06
Date: 07-12 at 10:28:27, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1093.02(12) mean: 3208.32, max: 3633.15
Date: 07-12 at 10:29:32, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1087.79(12) mean: 2712.50, max: 3323.07
Date: 07-12 at 10:30:40, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1087.79(12) mean: 2427.82, max: 3068.80
Date: 07-12 at 10:31:47, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1087.79(12) mean: 2353.87, max: 2948.25
Date: 07-12 at 10:32:54, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1087.79(12) mean: 1983.80, max: 2901.38
Date: 07-12 at 10:34:03, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1087.79(12) mean: 1861.35, max: 2874.06
Date: 07-12 at 10:35:10, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1070.54(12) mean: 1619.56, max: 2735.72
Date: 07-12 at 10:36:15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 1046.62(14) mean: 1243.57, max: 2138.25
Date: 07-12 at 10:37:16, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 976.89(13) mean: 1273.65, max: 2175.54
Date: 07-12 at 10:38:17, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 929.17(12) mean: 1090.75, max: 1289.36
Date: 07-12 at 10:39:21, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 929.17(12) mean: 1023.81, max: 1084.57
Date: 07-12 at 10:40:19, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 929.17(12) mean: 1016.83, max: 1092.74
Date: 07-12 at 10:41:21, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 909.86(11) mean: 959.09, max: 1001.36
Date: 07-12 at 10:42:18, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 902.89(11) mean: 946.81, max: 1001.36
Date: 07-12 at 10:43:15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 899.19(11) mean: 946.18, max: 1001.36
Date: 07-12 at 10:44:11, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 899.19(11) mean: 954.97, max: 1039.16
Date: 07-12 at 10:45:09, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 896.65(11) mean: 933.52, max: 967.55
Date: 07-12 at 10:46:04, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 896.65(11) mean: 936.13, max: 1000.65
Date: 07-12 at 10:47:03, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94 best obj: 896.65(11) mean: 965.50, max: 1037.95
