Date: 12-29 at 10:35:14, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1366.93(4), mean: 2911.45, max: 3606.84
Date: 12-29 at 10:35:45, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1269.81(10), mean: 2523.99, max: 3026.89
Date: 12-29 at 10:36:31, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1146.61(10), mean: 1898.04, max: 2777.68
Date: 12-29 at 10:37:14, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1122.10(10), mean: 1801.95, max: 2499.00
Date: 12-29 at 10:38:01, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1109.38(10), mean: 1479.10, max: 2069.73
Date: 12-29 at 10:38:37, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1093.06(10), mean: 1502.38, max: 2025.19
Date: 12-29 at 10:39:29, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1065.20(8), mean: 1122.05, max: 1181.57
Date: 12-29 at 10:40:11, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1058.09(8), mean: 1148.37, max: 1241.46
Date: 12-29 at 10:40:56, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1050.64(8), mean: 1191.18, max: 1298.53
Date: 12-29 at 10:41:40, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1050.00(8), mean: 1175.57, max: 1336.18
Date: 12-29 at 10:42:23, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1050.00(8), mean: 1195.30, max: 1339.57
Date: 12-29 at 10:43:02, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1050.00(8), mean: 1117.31, max: 1184.41
Date: 12-29 at 10:43:48, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1050.00(8), mean: 1114.11, max: 1190.66
Date: 12-29 at 10:44:33, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1050.00(8), mean: 1098.68, max: 1133.62
Date: 12-29 at 10:45:14, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1050.00(8), mean: 1255.30, max: 1532.51
Date: 12-29 at 10:46:01, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1048.75(7), mean: 1068.44, max: 1158.30
Date: 12-29 at 10:46:43, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1025.76(7), mean: 1059.76, max: 1173.19
Date: 12-29 at 10:47:27, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1021.96(7), mean: 1056.19, max: 1148.10
Date: 12-29 at 10:48:11, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1021.41(7), mean: 1055.92, max: 1146.46
Date: 12-29 at 10:48:52, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1021.41(7), mean: 1101.39, max: 1198.04
Date: 12-29 at 10:49:33, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1021.41(7), mean: 1082.04, max: 1249.16
Date: 12-29 at 10:50:22, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1016.41(8), mean: 1058.36, max: 1191.74
Date: 12-29 at 10:51:09, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1016.41(8), mean: 1083.18, max: 1233.21
Date: 12-29 at 10:51:49, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1016.41(8), mean: 1104.05, max: 1280.80
Date: 12-29 at 10:52:34, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1016.41(8), mean: 1043.24, max: 1132.01
Date: 12-29 at 10:53:22, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 905.21, best obj: 1016.41(8), mean: 1072.17, max: 1195.25
