Date: 08-05 at 21:39:17, iter: 1, new3, Khoo: 1054.61, current_best: 1453.78 best obj: 1453.78(4) mean: 3956.49, max: 4758.48
Date: 08-05 at 21:40:38, iter: 2, new3, Khoo: 1054.61, current_best: 1376.90 best obj: 1376.90(4) mean: 3088.81, max: 4372.75
Date: 08-05 at 21:41:51, iter: 3, new3, Khoo: 1054.61, current_best: 1368.97 best obj: 1368.97(4) mean: 2345.24, max: 3545.44
Date: 08-05 at 21:42:54, iter: 4, new3, Khoo: 1054.61, current_best: 1345.04 best obj: 1345.04(4) mean: 1577.44, max: 1925.06
Date: 08-05 at 21:43:57, iter: 5, new3, Khoo: 1054.61, current_best: 1339.38 best obj: 1339.38(4) mean: 1485.34, max: 1584.01
Date: 08-05 at 21:45:08, iter: 6, new3, Khoo: 1054.61, current_best: 1339.38 best obj: 1339.38(4) mean: 1567.20, max: 1730.61
Date: 08-05 at 21:46:13, iter: 7, new3, Khoo: 1054.61, current_best: 1339.38 best obj: 1339.38(4) mean: 1402.21, max: 1479.60
Date: 08-05 at 21:47:24, iter: 8, new3, Khoo: 1054.61, current_best: 1339.38 best obj: 1339.38(4) mean: 1427.63, max: 1520.10
Date: 08-05 at 21:48:39, iter: 9, new3, Khoo: 1054.61, current_best: 1338.87 best obj: 1338.87(6) mean: 1385.43, max: 1465.80
Date: 08-05 at 21:50:07, iter: 10, new3, Khoo: 1054.61, current_best: 1329.33 best obj: 1329.33(5) mean: 1411.50, max: 1493.58
Date: 08-05 at 21:51:18, iter: 11, new3, Khoo: 1054.61, current_best: 1309.74 best obj: 1309.74(5) mean: 1384.94, max: 1444.72
Date: 08-05 at 21:52:20, iter: 12, new3, Khoo: 1054.61, current_best: 1309.74 best obj: 1309.74(5) mean: 1385.72, max: 1497.07
Date: 08-05 at 21:53:22, iter: 13, new3, Khoo: 1054.61, current_best: 1309.74 best obj: 1309.74(5) mean: 1368.59, max: 1412.59
Date: 08-05 at 21:54:48, iter: 14, new3, Khoo: 1054.61, current_best: 1309.74 best obj: 1309.74(5) mean: 1367.84, max: 1455.93
Date: 08-05 at 21:55:49, iter: 16, new3, Khoo: 1054.61, current_best: 1309.74 best obj: 1309.74(5) mean: 1561.84, max: 1789.54
Date: 08-05 at 21:56:49, iter: 17, new3, Khoo: 1054.61, current_best: 1309.74 best obj: 1309.74(5) mean: 1381.93, max: 1490.05
Date: 08-05 at 21:57:56, iter: 18, new3, Khoo: 1054.61, current_best: 1309.74 best obj: 1309.74(5) mean: 1404.03, max: 1530.27
Date: 08-05 at 21:58:57, iter: 19, new3, Khoo: 1054.61, current_best: 1309.74 best obj: 1309.74(5) mean: 1404.94, max: 1502.96
Date: 08-05 at 22:00:27, iter: 21, new3, Khoo: 1054.61, current_best: 1309.74 best obj: 1309.74(5) mean: 1416.52, max: 1741.75
Date: 08-05 at 22:01:26, iter: 22, new3, Khoo: 1054.61, current_best: 1302.05 best obj: 1302.05(5) mean: 1340.78, max: 1688.13
Date: 08-05 at 22:02:32, iter: 23, new3, Khoo: 1054.61, current_best: 1302.05 best obj: 1302.05(5) mean: 1344.79, max: 1477.38
Date: 08-05 at 22:03:39, iter: 24, new3, Khoo: 1054.61, current_best: 1302.05 best obj: 1302.05(5) mean: 1327.23, max: 1430.94
Date: 08-05 at 22:04:34, iter: 25, new3, Khoo: 1054.61, current_best: 1287.66 best obj: 1287.66(6) mean: 1327.03, max: 1494.24
Date: 08-05 at 22:06:06, iter: 26, new3, Khoo: 1054.61, current_best: 1262.62 best obj: 1262.62(6) mean: 1358.07, max: 1520.02
Date: 08-05 at 22:07:03, iter: 27, new3, Khoo: 1054.61, current_best: 1261.20 best obj: 1261.20(6) mean: 1330.92, max: 1389.42
Date: 08-05 at 22:08:20, iter: 28, new3, Khoo: 1054.61, current_best: 1261.20 best obj: 1261.20(6) mean: 1389.52, max: 1469.21
Date: 08-05 at 22:09:24, iter: 29, new3, Khoo: 1054.61, current_best: 1257.30 best obj: 1257.30(6) mean: 1337.42, max: 1398.97
Date: 08-05 at 22:10:25, iter: 30, new3, Khoo: 1054.61, current_best: 1254.47 best obj: 1254.47(6) mean: 1277.26, max: 1353.22
Date: 08-05 at 22:11:36, iter: 31, new3, Khoo: 1054.61, current_best: 1249.63 best obj: 1249.63(6) mean: 1284.46, max: 1339.38
Date: 08-05 at 22:12:48, iter: 32, new3, Khoo: 1054.61, current_best: 1249.63 best obj: 1249.63(6) mean: 1293.63, max: 1348.34
Date: 08-05 at 22:14:02, iter: 33, new3, Khoo: 1054.61, current_best: 1249.63 best obj: 1249.63(6) mean: 1261.60, max: 1297.51
Date: 08-05 at 22:15:00, iter: 34, new3, Khoo: 1054.61, current_best: 1249.63 best obj: 1249.63(6) mean: 1256.59, max: 1286.16
Date: 08-05 at 22:16:29, iter: 36, new3, Khoo: 1054.61, current_best: 1249.63 best obj: 1249.63(6) mean: 1576.99, max: 2122.34
Date: 08-05 at 22:17:39, iter: 37, new3, Khoo: 1054.61, current_best: 1246.13 best obj: 1246.13(5) mean: 1484.66, max: 2146.93
Date: 08-05 at 22:18:43, iter: 38, new3, Khoo: 1054.61, current_best: 1241.32 best obj: 1241.32(5) mean: 1376.80, max: 2042.57
Date: 08-05 at 22:19:45, iter: 39, new3, Khoo: 1054.61, current_best: 1241.32 best obj: 1241.32(5) mean: 1289.83, max: 1488.88
Date: 08-05 at 22:20:51, iter: 40, new3, Khoo: 1054.61, current_best: 1239.45 best obj: 1239.45(5) mean: 1278.77, max: 1381.81
Date: 08-05 at 22:21:53, iter: 41, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(5) mean: 1279.08, max: 1438.08
Date: 08-05 at 22:22:50, iter: 42, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(5) mean: 1294.89, max: 1447.69
Date: 08-05 at 22:23:49, iter: 43, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(5) mean: 1272.97, max: 1381.10
Date: 08-05 at 22:24:47, iter: 44, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(5) mean: 1267.61, max: 1381.10
Date: 08-05 at 22:26:10, iter: 46, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(5) mean: 1405.64, max: 2127.74
Date: 08-05 at 22:27:23, iter: 47, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(5) mean: 1298.88, max: 1704.93
Date: 08-05 at 22:28:36, iter: 48, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(5) mean: 1295.93, max: 1635.04
Date: 08-05 at 22:29:38, iter: 49, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(5) mean: 1273.10, max: 1672.86
Date: 08-05 at 22:31:01, iter: 51, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(5) mean: 1375.39, max: 1806.67
Date: 08-05 at 22:32:12, iter: 53, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1239.03(6) mean: 1329.45, max: 1867.89
Date: 08-05 at 22:33:18, iter: 54, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1267.48(5) mean: 1605.66, max: 2304.06
Date: 08-05 at 22:34:31, iter: 55, new3, Khoo: 1054.61, current_best: 1239.03 best obj: 1255.38(5) mean: 1537.47, max: 2151.43
