Date: 01-14 at 09:34:38, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1415.35(13), mean: 2351.81, max: 2806.80
Date: 01-14 at 09:35:33, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1355.28(13), mean: 1508.86, max: 1601.65
Date: 01-14 at 09:36:23, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1298.30(13), mean: 1477.24, max: 1660.54
Date: 01-14 at 09:37:15, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1282.74(12), mean: 1519.64, max: 1712.53
Date: 01-14 at 09:38:06, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1280.99(12), mean: 1421.28, max: 1657.92
Date: 01-14 at 09:38:59, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1273.47(13), mean: 1341.85, max: 1495.22
Date: 01-14 at 09:39:51, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1269.44(13), mean: 1368.61, max: 1528.46
Date: 01-14 at 09:40:38, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1264.12(13), mean: 1427.84, max: 1579.21
Date: 01-14 at 09:41:30, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1261.56(13), mean: 1408.60, max: 1556.57
Date: 01-14 at 09:42:16, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1260.16(13), mean: 1403.67, max: 1559.20
Date: 01-14 at 09:43:11, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1260.16(13), mean: 1325.18, max: 1401.44
Date: 01-14 at 09:43:58, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1260.16(13), mean: 1386.91, max: 1491.65
Date: 01-14 at 09:44:53, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1243.97(12), mean: 1393.09, max: 1546.59
Date: 01-14 at 09:45:44, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1226.02(12), mean: 1433.03, max: 1635.05
Date: 01-14 at 09:46:33, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1438.53, max: 1686.08
Date: 01-14 at 09:47:23, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1309.11, max: 1380.20
Date: 01-14 at 09:48:16, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1291.44, max: 1353.04
Date: 01-14 at 09:49:09, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1284.44, max: 1353.04
Date: 01-14 at 09:50:00, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1279.78, max: 1340.73
Date: 01-14 at 09:50:59, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1367.24, max: 1663.20
Date: 01-14 at 09:51:49, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1338.00, max: 1681.11
Date: 01-14 at 09:52:46, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1328.49, max: 1718.43
Date: 01-14 at 09:53:35, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1278.87, max: 1388.72
Date: 01-14 at 09:54:21, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1417.90, max: 1746.36
Date: 01-14 at 09:55:09, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1218.00(12), mean: 1393.79, max: 1710.68
