Date: 11-17 at 12:06:04, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 1224.03(9), mean: 3291.54, max: 4515.22
Date: 11-17 at 12:07:03, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 1159.40(9), mean: 3214.13, max: 4387.94
Date: 11-17 at 12:08:06, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 1070.16(9), mean: 2645.75, max: 3748.67
Date: 11-17 at 12:09:00, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 1034.23(9), mean: 2634.67, max: 3733.31
Date: 11-17 at 12:09:59, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 1025.09(9), mean: 2472.67, max: 3684.38
Date: 11-17 at 12:11:02, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 1015.73(9), mean: 2103.73, max: 3439.01
Date: 11-17 at 12:12:03, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 989.96(9), mean: 1827.29, max: 3276.63
Date: 11-17 at 12:12:59, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 989.72(9), mean: 1856.30, max: 3289.84
Date: 11-17 at 12:14:06, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 989.72(9), mean: 1170.05, max: 1442.62
Date: 11-17 at 12:15:06, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 989.72(9), mean: 1141.81, max: 1291.53
Date: 11-17 at 12:16:00, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 968.96(9), mean: 1148.75, max: 1342.06
Date: 11-17 at 12:16:58, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 963.10(9), mean: 1182.86, max: 1348.20
Date: 11-17 at 12:18:00, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 958.02(9), mean: 1171.64, max: 1347.57
Date: 11-17 at 12:18:55, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 953.03(9), mean: 1214.07, max: 1411.79
Date: 11-17 at 12:20:02, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 953.03(9), mean: 1039.16, max: 1182.82
Date: 11-17 at 12:21:01, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 953.03(9), mean: 1052.99, max: 1222.39
Date: 11-17 at 12:21:57, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 778.93, best obj: 938.58(9), mean: 1044.12, max: 1249.60
