Date: 07-09 at 12:01:03, iter: 1, new2, Khoo: 1613.59, current_best: 1826.37 best obj: 1826.37(22) mean: 2557.59, max: 2812.03
Date: 07-09 at 12:02:17, iter: 2, new2, Khoo: 1613.59, current_best: 1769.41 best obj: 1769.41(22) mean: 2584.41, max: 2843.16
Date: 07-09 at 12:03:36, iter: 3, new2, Khoo: 1613.59, current_best: 1764.16 best obj: 1764.16(22) mean: 2497.56, max: 2880.65
Date: 07-09 at 12:04:45, iter: 4, new2, Khoo: 1613.59, current_best: 1757.88 best obj: 1757.88(22) mean: 2517.59, max: 2901.70
Date: 07-09 at 12:05:52, iter: 5, new2, Khoo: 1613.59, current_best: 1755.48 best obj: 1755.48(22) mean: 2360.89, max: 2908.24
Date: 07-09 at 12:07:04, iter: 6, new2, Khoo: 1613.59, current_best: 1754.80 best obj: 1754.80(24) mean: 2354.10, max: 2903.98
Date: 07-09 at 12:08:09, iter: 7, new2, Khoo: 1613.59, current_best: 1727.96 best obj: 1727.96(23) mean: 2383.30, max: 2932.15
Date: 07-09 at 12:09:17, iter: 8, new2, Khoo: 1613.59, current_best: 1727.96 best obj: 1727.96(23) mean: 2320.40, max: 2902.44
Date: 07-09 at 12:10:27, iter: 9, new2, Khoo: 1613.59, current_best: 1727.96 best obj: 1727.96(23) mean: 2298.42, max: 2917.08
Date: 07-09 at 12:11:37, iter: 10, new2, Khoo: 1613.59, current_best: 1727.96 best obj: 1727.96(23) mean: 2305.55, max: 2862.07
Date: 07-09 at 12:12:49, iter: 12, new2, Khoo: 1613.59, current_best: 1727.96 best obj: 1727.96(23) mean: 2167.56, max: 2768.99
Date: 07-09 at 12:14:06, iter: 13, new2, Khoo: 1613.59, current_best: 1727.96 best obj: 1727.96(23) mean: 1934.33, max: 2701.12
Date: 07-09 at 12:15:16, iter: 14, new2, Khoo: 1613.59, current_best: 1727.96 best obj: 1727.96(23) mean: 1946.06, max: 2690.06
Date: 07-09 at 12:17:06, iter: 1, new2, Khoo: 1613.59, current_best: 1925.14 best obj: 1925.14(23) mean: 2561.63, max: 2784.68
