Date: 07-09 at 09:50:59, iter: 1, new2, Khoo: 1613.59, current_best: 1833.55 best obj: 1833.55(22) mean: 2452.05, max: 2693.53
Date: 07-09 at 09:52:07, iter: 2, new2, Khoo: 1613.59, current_best: 1736.58 best obj: 1736.58(21) mean: 2265.44, max: 2669.12
Date: 07-09 at 09:53:17, iter: 3, new2, Khoo: 1613.59, current_best: 1724.47 best obj: 1724.47(22) mean: 2116.53, max: 2690.65
Date: 07-09 at 09:54:25, iter: 4, new2, Khoo: 1613.59, current_best: 1684.65 best obj: 1684.65(21) mean: 1942.89, max: 2666.14
Date: 07-09 at 09:55:28, iter: 5, new2, Khoo: 1613.59, current_best: 1684.51 best obj: 1684.51(21) mean: 1909.99, max: 2620.39
Date: 07-09 at 09:56:46, iter: 6, new2, Khoo: 1613.59, current_best: 1684.51 best obj: 1684.51(21) mean: 1762.97, max: 1812.01
Date: 07-09 at 09:57:50, iter: 7, new2, Khoo: 1613.59, current_best: 1684.51 best obj: 1684.51(21) mean: 1800.60, max: 1855.55
Date: 07-09 at 09:59:08, iter: 8, new2, Khoo: 1613.59, current_best: 1684.51 best obj: 1684.51(21) mean: 1788.14, max: 1867.53
Date: 07-09 at 10:00:19, iter: 10, new2, Khoo: 1613.59, current_best: 1684.51 best obj: 1684.51(21) mean: 1836.00, max: 2084.19
Date: 07-09 at 10:01:20, iter: 11, new2, Khoo: 1613.59, current_best: 1684.51 best obj: 1684.51(21) mean: 1838.29, max: 2108.95
Date: 07-09 at 10:02:27, iter: 12, new2, Khoo: 1613.59, current_best: 1684.51 best obj: 1684.51(21) mean: 1840.86, max: 2148.17
Date: 07-09 at 10:03:27, iter: 13, new2, Khoo: 1613.59, current_best: 1684.51 best obj: 1684.51(21) mean: 1872.57, max: 2195.68
Date: 07-09 at 10:04:33, iter: 14, new2, Khoo: 1613.59, current_best: 1677.21 best obj: 1677.21(21) mean: 1730.38, max: 1835.21
Date: 07-09 at 10:05:34, iter: 15, new2, Khoo: 1613.59, current_best: 1677.21 best obj: 1677.21(21) mean: 1758.90, max: 1822.67
Date: 07-09 at 10:06:43, iter: 16, new2, Khoo: 1613.59, current_best: 1677.21 best obj: 1677.21(21) mean: 1746.02, max: 1879.83
Date: 07-09 at 10:07:45, iter: 17, new2, Khoo: 1613.59, current_best: 1677.21 best obj: 1677.21(21) mean: 1767.12, max: 1904.94
Date: 07-09 at 10:08:57, iter: 19, new2, Khoo: 1613.59, current_best: 1677.21 best obj: 1677.21(21) mean: 1745.63, max: 1961.15
Date: 07-09 at 10:10:06, iter: 20, new2, Khoo: 1613.59, current_best: 1677.21 best obj: 1677.21(21) mean: 1733.85, max: 1962.29
Date: 07-09 at 10:11:22, iter: 21, new2, Khoo: 1613.59, current_best: 1677.21 best obj: 1677.21(21) mean: 1737.84, max: 1992.35
Date: 07-09 at 10:12:28, iter: 22, new2, Khoo: 1613.59, current_best: 1677.21 best obj: 1677.21(21) mean: 1732.79, max: 1792.85
Date: 07-09 at 10:13:41, iter: 24, new2, Khoo: 1613.59, current_best: 1677.21 best obj: 1677.21(21) mean: 1743.03, max: 1916.87
