Date: 01-22 at 14:32:59, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 1001.12(9), mean: 2663.74, max: 3693.85
Date: 01-22 at 14:33:48, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 935.92(9), mean: 2108.26, max: 3427.72
Date: 01-22 at 14:34:39, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 926.34(9), mean: 1352.25, max: 2963.50
Date: 01-22 at 14:35:24, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 922.08(9), mean: 1234.88, max: 2695.68
Date: 01-22 at 14:36:07, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 922.08(9), mean: 1235.63, max: 2364.54
Date: 01-22 at 14:37:01, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 922.08(9), mean: 972.21, max: 1042.98
Date: 01-22 at 14:37:43, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 922.08(9), mean: 1020.30, max: 1106.48
Date: 01-22 at 14:38:24, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 922.08(9), mean: 1044.22, max: 1116.76
Date: 01-22 at 14:39:13, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 913.65(9), mean: 2603.58, max: 3133.91
Date: 01-22 at 14:39:57, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 888.82(9), mean: 1677.59, max: 2807.58
Date: 01-22 at 14:40:39, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 887.67(9), mean: 1518.12, max: 2534.20
Date: 01-22 at 14:41:23, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 735.8, best obj: 887.67(9), mean: 1465.02, max: 2507.98
