Date: 11-17 at 17:02:09, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1577.66(11), mean: 3117.01, max: 4397.62
Date: 11-17 at 17:03:11, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1440.46(10), mean: 2907.99, max: 4231.05
Date: 11-17 at 17:04:18, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1319.69(10), mean: 2784.80, max: 3909.86
Date: 11-17 at 17:05:24, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1308.89(10), mean: 2547.47, max: 3681.31
Date: 11-17 at 17:06:30, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1308.89(10), mean: 2194.47, max: 3185.09
Date: 11-17 at 17:07:35, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1304.65(11), mean: 1414.46, max: 1513.89
Date: 11-17 at 17:08:42, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1293.81(11), mean: 1479.90, max: 1612.64
Date: 11-17 at 17:09:45, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1293.81(11), mean: 1510.65, max: 1685.19
Date: 11-17 at 17:10:49, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1293.81(11), mean: 1352.94, max: 1434.11
Date: 11-17 at 17:11:55, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1238.47(10), mean: 1359.56, max: 1480.63
Date: 11-17 at 17:12:59, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1225.75(9), mean: 1374.50, max: 1489.93
Date: 11-17 at 17:14:03, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1225.75(9), mean: 1371.14, max: 1545.96
Date: 11-17 at 17:15:06, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1197.37(10), mean: 1403.19, max: 1625.24
Date: 11-17 at 17:16:13, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1192.16(10), mean: 1345.76, max: 1592.33
Date: 11-17 at 17:17:17, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1192.16(10), mean: 1324.20, max: 1519.76
Date: 11-17 at 17:18:22, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1192.16(10), mean: 1296.97, max: 1408.83
Date: 11-17 at 17:19:26, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1192.16(10), mean: 1269.00, max: 1437.54
Date: 11-17 at 17:20:30, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1192.16(10), mean: 1248.85, max: 1339.43
Date: 11-17 at 17:21:34, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1192.16(10), mean: 1279.30, max: 1363.99
Date: 11-17 at 17:22:39, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1192.16(10), mean: 1298.75, max: 1404.50
Date: 11-17 at 17:23:45, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1192.16(10), mean: 1224.23, max: 1293.71
Date: 11-17 at 17:24:49, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1191.72(10), mean: 1245.16, max: 1328.27
Date: 11-17 at 17:25:54, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1191.72(10), mean: 1230.48, max: 1290.82
Date: 11-17 at 17:26:57, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1184.66(10), mean: 1204.77, max: 1247.28
Date: 11-17 at 17:28:03, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.63(9), mean: 1224.61, max: 1263.63
Date: 11-17 at 17:29:06, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.63(9), mean: 1223.43, max: 1334.89
Date: 11-17 at 17:30:13, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.63(9), mean: 1218.46, max: 1310.22
Date: 11-17 at 17:31:19, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.63(9), mean: 1191.29, max: 1207.37
Date: 11-17 at 17:32:30, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.63(9), mean: 1196.07, max: 1252.25
Date: 11-17 at 17:33:33, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1212.37, max: 1281.33
Date: 11-17 at 17:34:41, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1192.52, max: 1251.98
Date: 11-17 at 17:35:41, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1186.15, max: 1192.95
Date: 11-17 at 17:36:47, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1190.86, max: 1228.32
Date: 11-17 at 17:37:48, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1186.20, max: 1193.79
Date: 11-17 at 17:38:57, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1185.90, max: 1192.95
Date: 11-17 at 17:40:02, #particle: 15, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1188.32, max: 1228.32
Date: 11-17 at 17:41:07, #particle: 15, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1185.90, max: 1192.95
Date: 11-17 at 17:42:15, #particle: 15, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1185.04, max: 1192.95
Date: 11-17 at 17:43:16, #particle: 15, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1184.97, max: 1192.95
Date: 11-17 at 17:44:17, #particle: 15, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1169.31(9), mean: 1187.48, max: 1230.61
