Date: 01-03 at 01:30:57, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1447.73(14), mean: 2375.65, max: 2920.14
Date: 01-03 at 01:31:59, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1300.98(14), mean: 2299.42, max: 2905.13
Date: 01-03 at 01:32:50, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1250.74(14), mean: 2169.67, max: 2839.96
Date: 01-03 at 01:33:58, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1236.42(14), mean: 1349.05, max: 1458.42
Date: 01-03 at 01:34:54, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1220.79(13), mean: 1426.46, max: 1551.55
Date: 01-03 at 01:35:45, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1220.79(13), mean: 1516.85, max: 1653.14
Date: 01-03 at 01:36:40, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1220.79(13), mean: 1455.66, max: 1689.71
Date: 01-03 at 01:37:32, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1220.79(13), mean: 1447.87, max: 1730.52
Date: 01-03 at 01:38:29, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1220.79(13), mean: 1455.28, max: 1774.74
Date: 01-03 at 01:39:25, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1220.79(13), mean: 1464.52, max: 1687.94
Date: 01-03 at 01:40:24, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1220.79(13), mean: 1350.53, max: 1585.25
Date: 01-03 at 01:41:17, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1220.79(13), mean: 1305.18, max: 1418.24
Date: 01-03 at 01:42:11, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1220.79(13), mean: 1312.62, max: 1462.74
Date: 01-03 at 01:43:09, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1214.59(14), mean: 1342.47, max: 1518.51
Date: 01-03 at 01:44:00, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1184.54(13), mean: 1367.39, max: 1508.31
