Date: 01-19 at 09:31:35, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 1215.68(10), mean: 2267.04, max: 3355.70
Date: 01-19 at 09:32:32, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 1116.72(11), mean: 2026.46, max: 3051.11
Date: 01-19 at 09:33:25, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 1016.66(9), mean: 1900.46, max: 2842.85
Date: 01-19 at 09:34:20, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 995.25(8), mean: 1895.47, max: 2862.18
Date: 01-19 at 09:35:14, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 1831.15, max: 2648.61
Date: 01-19 at 09:36:11, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 1508.09, max: 2309.16
Date: 01-19 at 09:37:07, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 1464.29, max: 2173.05
Date: 01-19 at 09:38:04, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 1122.81, max: 1212.65
Date: 01-19 at 09:38:59, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 1155.26, max: 1262.36
Date: 01-19 at 09:39:57, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 2492.87, max: 3223.23
Date: 01-19 at 09:40:48, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 1552.55, max: 2662.30
Date: 01-19 at 09:41:41, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 1174.25, max: 1294.66
Date: 01-19 at 09:42:34, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 1203.33, max: 1279.36
Date: 01-19 at 09:43:28, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 2701.40, max: 3283.57
Date: 01-19 at 09:44:19, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 879.89, best obj: 986.51(8), mean: 1193.55, max: 1319.55
