Date: 12-07 at 08:16:31, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 1113.67(5), mean: 3124.54, max: 3445.46
Date: 12-07 at 08:17:05, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 979.47(5), mean: 2575.33, max: 2917.44
Date: 12-07 at 08:17:47, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 878.47(5), mean: 2560.64, max: 2926.01
Date: 12-07 at 08:18:22, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 813.42(5), mean: 1764.88, max: 2013.74
Date: 12-07 at 08:18:55, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 813.42(5), mean: 1540.82, max: 1764.61
Date: 12-07 at 08:19:27, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 813.42(5), mean: 925.84, max: 1059.47
Date: 12-07 at 08:20:01, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 755.83(5), mean: 798.40, max: 815.16
Date: 12-07 at 08:20:32, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 734.31(5), mean: 766.72, max: 780.64
Date: 12-07 at 08:21:09, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 698.82(5), mean: 751.61, max: 778.66
Date: 12-07 at 08:21:39, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 680.26(4), mean: 716.63, max: 745.02
Date: 12-07 at 08:22:22, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 701.36, max: 733.95
Date: 12-07 at 08:23:04, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 667.85, max: 694.98
Date: 12-07 at 08:23:45, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 661.55, max: 682.41
Date: 12-07 at 08:24:27, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 660.07, max: 660.07
Date: 12-07 at 08:24:59, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 660.07, max: 660.07
Date: 12-07 at 08:25:32, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 2259.73, max: 2947.29
Date: 12-07 at 08:26:09, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 1423.34, max: 2227.61
Date: 12-07 at 08:26:50, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 828.73, max: 1044.69
Date: 12-07 at 08:27:27, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 772.24, max: 928.79
Date: 12-07 at 08:28:04, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 2084.39, max: 2592.37
Date: 12-07 at 08:28:40, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.56, best obj: 660.07(4), mean: 1219.49, max: 1802.48
