Date: 07-02 at 11:10:57, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 1195.21(6) mean: 3311.07, max: 3973.15
Date: 07-02 at 11:11:49, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 957.29(6) mean: 3027.15, max: 3832.35
Date: 07-02 at 11:12:30, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 853.11(6) mean: 1987.07, max: 2981.47
Date: 07-02 at 11:13:13, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 809.11(6) mean: 1848.71, max: 2924.43
Date: 07-02 at 11:14:17, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 790.57(6) mean: 1826.94, max: 2856.39
Date: 07-02 at 11:15:03, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 777.34(6) mean: 1058.46, max: 2365.87
Date: 07-02 at 11:15:56, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 750.57(6) mean: 999.01, max: 1137.75
Date: 07-02 at 11:16:37, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 720.39(5) mean: 985.56, max: 1148.03
Date: 07-02 at 11:17:44, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 708.89(5) mean: 822.67, max: 906.15
Date: 07-02 at 11:18:51, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 696.98(6) mean: 768.07, max: 835.38
Date: 07-02 at 11:19:53, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 694.43(6) mean: 800.31, max: 887.22
Date: 07-02 at 11:20:54, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 694.33(6) mean: 818.56, max: 929.52
Date: 07-02 at 11:22:06, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 694.33(6) mean: 776.80, max: 897.00
Date: 07-02 at 11:23:13, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 694.33(6) mean: 741.29, max: 836.86
Date: 07-02 at 11:23:53, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 694.33(6) mean: 726.73, max: 835.59
Date: 07-02 at 11:24:33, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 591.56 best obj: 662.51(5) mean: 705.39, max: 781.85
