Date: 01-31 at 04:42:25, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 4453.44(21), mean: 8660.57, max: 11223.37
Date: 01-31 at 04:55:07, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3982.90(21), mean: 8194.14, max: 11209.04
Date: 01-31 at 05:07:44, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3902.27(20), mean: 8210.21, max: 11099.83
Date: 01-31 at 05:20:43, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3889.97(19), mean: 7841.25, max: 11002.80
Date: 01-31 at 05:33:42, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3887.69(19), mean: 7872.28, max: 10988.16
Date: 01-31 at 05:46:04, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3887.69(19), mean: 7792.01, max: 10736.32
Date: 01-31 at 05:58:54, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3887.69(19), mean: 7278.96, max: 10615.62
Date: 01-31 at 06:12:12, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3887.69(19), mean: 6481.61, max: 10478.41
Date: 01-31 at 06:25:31, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3704.80(22), mean: 6221.37, max: 10365.19
Date: 01-31 at 06:38:29, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3519.29(20), mean: 5777.86, max: 10183.39
Date: 01-31 at 06:50:52, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3477.17(20), mean: 5792.09, max: 10028.32
Date: 01-31 at 07:04:54, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3461.01(20), mean: 5585.76, max: 9914.30
Date: 01-31 at 07:17:25, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3394.46(20), mean: 5731.58, max: 9928.16
Date: 01-31 at 07:30:52, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3388.80(20), mean: 5237.29, max: 9240.80
Date: 01-31 at 07:44:20, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 4554.60, max: 9034.76
Date: 01-31 at 07:58:06, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 3899.26, max: 4324.50
Date: 01-31 at 08:10:26, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 4025.57, max: 4532.83
Date: 01-31 at 08:24:40, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 3761.04, max: 4069.30
Date: 01-31 at 08:37:55, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 3807.24, max: 4047.24
Date: 01-31 at 08:51:07, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 9048.69, max: 10699.61
Date: 01-31 at 09:04:38, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 6288.20, max: 9744.30
Date: 01-31 at 09:17:23, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 6240.23, max: 9487.64
Date: 01-31 at 09:29:51, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 6226.81, max: 9392.61
Date: 01-31 at 09:44:51, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 9083.18, max: 11073.59
Date: 01-31 at 09:58:50, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 2851.68, best obj: 3387.82(20), mean: 7027.40, max: 10357.09
