Date: 07-04 at 06:01:11, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1878.44(7) mean: 3797.13, max: 4797.21
Date: 07-04 at 06:02:15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1703.46(11) mean: 3092.34, max: 4384.63
Date: 07-04 at 06:03:44, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1577.83(10) mean: 2710.53, max: 4240.13
Date: 07-04 at 06:05:05, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1563.71(10) mean: 2562.62, max: 4101.90
Date: 07-04 at 06:06:18, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1559.06(10) mean: 2475.88, max: 3888.65
Date: 07-04 at 06:07:47, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1559.06(10) mean: 2101.99, max: 3723.83
Date: 07-04 at 06:09:11, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1559.06(10) mean: 2060.13, max: 3674.96
Date: 07-04 at 06:10:27, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1516.20(12) mean: 1776.47, max: 2945.25
Date: 07-04 at 06:11:43, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1505.76(12) mean: 1802.06, max: 2842.64
Date: 07-04 at 06:13:15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1501.98(12) mean: 1710.18, max: 1879.77
Date: 07-04 at 06:14:50, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1501.98(12) mean: 1592.05, max: 1714.03
Date: 07-04 at 06:15:57, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1484.16(11) mean: 1681.07, max: 1855.72
Date: 07-04 at 06:17:11, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1465.82(11) mean: 1674.45, max: 1868.65
Date: 07-04 at 06:18:36, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1465.82(11) mean: 1658.49, max: 1917.79
Date: 07-04 at 06:20:15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1465.82(11) mean: 1564.61, max: 1649.81
Date: 07-04 at 06:21:35, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1455.48(10) mean: 1584.92, max: 1690.84
Date: 07-04 at 06:22:52, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1455.48(10) mean: 1624.42, max: 1771.16
Date: 07-04 at 06:24:18, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1455.48(10) mean: 1560.33, max: 1673.41
Date: 07-04 at 06:25:33, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1451.05(10) mean: 1590.16, max: 1723.41
Date: 07-04 at 06:26:58, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.71(10) mean: 1620.25, max: 1741.93
Date: 07-04 at 06:28:16, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1591.75, max: 1772.91
Date: 07-04 at 06:29:42, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1518.69, max: 1635.23
Date: 07-04 at 06:31:08, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1491.37, max: 1547.99
Date: 07-04 at 06:32:28, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1497.62, max: 1590.85
Date: 07-04 at 06:33:45, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1504.15, max: 1613.89
Date: 07-04 at 06:35:26, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1665.40, max: 1980.61
Date: 07-04 at 06:36:45, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1645.96, max: 1999.21
Date: 07-04 at 06:38:08, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1600.11, max: 1924.34
Date: 07-04 at 06:39:26, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1522.27, max: 1681.29
Date: 07-04 at 06:41:03, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1694.25, max: 2067.59
Date: 07-04 at 06:42:22, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1589.19, max: 1970.35
Date: 07-04 at 06:43:37, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1434.61(10) mean: 1597.51, max: 1983.25
