Date: 07-04 at 15:33:59, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1710.70(6) mean: 3795.48, max: 4848.71
Date: 07-04 at 15:35:08, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1638.94(6) mean: 3234.87, max: 4164.56
Date: 07-04 at 15:36:05, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1636.71(6) mean: 2281.58, max: 3497.95
Date: 07-04 at 15:37:20, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1577.16(11) mean: 2106.32, max: 3159.33
Date: 07-04 at 15:38:40, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1506.20(9) mean: 2088.22, max: 3130.22
Date: 07-04 at 15:40:04, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1504.82(9) mean: 2030.08, max: 3126.10
Date: 07-04 at 15:41:08, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1475.53(11) mean: 1811.53, max: 3018.28
Date: 07-04 at 15:42:21, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1450.05(11) mean: 1809.58, max: 2956.84
Date: 07-04 at 15:43:38, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1447.12(10) mean: 1564.19, max: 1663.27
Date: 07-04 at 15:44:55, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1430.35(10) mean: 1593.57, max: 1731.28
Date: 07-04 at 15:46:08, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1429.18(10) mean: 1613.96, max: 1749.74
Date: 07-04 at 15:47:32, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1429.18(10) mean: 1538.45, max: 1701.24
Date: 07-04 at 15:48:50, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1429.18(10) mean: 1582.92, max: 1714.34
Date: 07-04 at 15:50:24, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1429.18(10) mean: 1577.01, max: 1658.67
Date: 07-04 at 15:51:53, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1429.18(10) mean: 1552.85, max: 1601.68
Date: 07-04 at 15:53:09, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1429.18(10) mean: 1790.15, max: 2358.16
Date: 07-04 at 15:54:27, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1410.88(11) mean: 1710.25, max: 2304.49
Date: 07-04 at 15:55:40, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1401.41(11) mean: 1548.30, max: 2229.89
Date: 07-04 at 15:57:11, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1381.13(10) mean: 1481.63, max: 1687.37
Date: 07-04 at 15:58:28, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1381.13(10) mean: 1520.41, max: 1713.65
Date: 07-04 at 16:00:04, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1381.13(10) mean: 1488.99, max: 1678.93
Date: 07-04 at 16:01:31, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1381.13(10) mean: 1467.03, max: 1610.36
Date: 07-04 at 16:03:03, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1381.13(10) mean: 1486.50, max: 1640.56
Date: 07-04 at 16:04:17, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1381.13(10) mean: 1622.76, max: 1851.92
Date: 07-04 at 16:05:41, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1377.01(10) mean: 1488.82, max: 1706.64
Date: 07-04 at 16:07:02, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1363.98(10) mean: 1517.49, max: 1762.71
Date: 07-04 at 16:08:25, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1363.98(10) mean: 1531.94, max: 1810.13
Date: 07-04 at 16:09:47, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1363.98(10) mean: 1495.98, max: 1791.17
Date: 07-04 at 16:11:10, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1363.98(10) mean: 1421.59, max: 1513.14
Date: 07-04 at 16:12:38, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1362.91(10) mean: 1405.37, max: 1492.73
Date: 07-04 at 16:13:47, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1360.25(10) mean: 1413.87, max: 1553.15
Date: 07-04 at 16:15:01, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1360.25(10) mean: 1401.48, max: 1551.08
Date: 07-04 at 16:16:13, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1360.25(10) mean: 1440.20, max: 1571.07
Date: 07-04 at 16:17:33, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1351.55(11) mean: 1404.65, max: 1494.17
Date: 07-04 at 16:19:04, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1341.86(11) mean: 1402.41, max: 1477.45
Date: 07-04 at 16:20:34, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1341.86(10) mean: 1383.92, max: 1439.35
Date: 07-04 at 16:22:00, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1341.86(10) mean: 1393.50, max: 1491.05
Date: 07-04 at 16:23:27, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1341.86(10) mean: 1378.67, max: 1441.45
Date: 07-04 at 16:24:41, iter: 41, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1341.86(10) mean: 1378.98, max: 1446.31
Date: 07-04 at 16:26:02, iter: 43, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1341.86(10) mean: 1589.28, max: 2047.17
Date: 07-04 at 16:27:11, iter: 44, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1341.86(10) mean: 1442.06, max: 1724.41
Date: 07-04 at 16:28:29, iter: 45, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1341.86(10) mean: 1384.05, max: 1447.06
Date: 07-04 at 16:29:45, iter: 46, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1330.62(10) mean: 1384.81, max: 1447.06
Date: 07-04 at 16:31:08, iter: 47, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1330.62(10) mean: 1367.97, max: 1447.06
Date: 07-04 at 16:32:31, iter: 48, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1330.62(10) mean: 1366.81, max: 1447.06
Date: 07-04 at 16:33:38, iter: 49, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1330.62(10) mean: 1368.25, max: 1490.57
