Date: 07-10 at 10:46:45, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 1065.17(5) mean: 3575.60, max: 4394.76
Date: 07-10 at 10:47:29, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 799.49(5) mean: 2419.18, max: 3968.53
Date: 07-10 at 10:47:59, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 737.03(5) mean: 1483.12, max: 2430.86
Date: 07-10 at 10:48:31, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 726.48(5) mean: 1139.30, max: 1739.53
Date: 07-10 at 10:49:03, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 725.40(5) mean: 849.67, max: 1064.79
Date: 07-10 at 10:49:51, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 725.40(5) mean: 778.11, max: 1061.50
Date: 07-10 at 10:50:24, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 715.47(5) mean: 780.84, max: 1042.29
Date: 07-10 at 10:50:56, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 709.50(5) mean: 756.77, max: 810.68
Date: 07-10 at 10:51:37, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 702.20(5) mean: 743.31, max: 804.70
Date: 07-10 at 10:52:08, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 691.23(4) mean: 724.09, max: 761.54
Date: 07-10 at 10:52:37, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 677.67(4) mean: 717.48, max: 799.06
Date: 07-10 at 10:53:08, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 676.51(4) mean: 740.80, max: 831.70
Date: 07-10 at 10:53:35, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 676.51(5) mean: 690.07, max: 741.39
Date: 07-10 at 10:54:05, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 676.51(5) mean: 690.75, max: 737.27
Date: 07-10 at 10:54:33, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 676.51(5) mean: 684.76, max: 736.55
Date: 07-10 at 10:55:00, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 676.51(4) mean: 684.68, max: 736.55
Date: 07-10 at 10:55:30, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 676.51(4) mean: 680.51, max: 736.55
Date: 07-10 at 10:55:55, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 591.17 best obj: 676.51(4) mean: 680.51, max: 736.55
