Date: 07-06 at 07:38:31, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1623.15(20) mean: 2093.78, max: 2887.55
Date: 07-06 at 07:39:49, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1599.10(19) mean: 1968.14, max: 2817.49
Date: 07-06 at 07:41:12, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1575.24(19) mean: 1986.87, max: 2778.07
Date: 07-06 at 07:42:30, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1575.24(19) mean: 1958.89, max: 2789.68
Date: 07-06 at 07:43:46, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1565.29(21) mean: 1970.91, max: 2767.13
Date: 07-06 at 07:45:07, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1536.27(20) mean: 1891.71, max: 2688.58
Date: 07-06 at 07:46:28, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1516.58(19) mean: 1869.07, max: 2592.86
Date: 07-06 at 07:47:52, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1710.36, max: 1999.80
Date: 07-06 at 07:49:21, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1610.94, max: 1688.97
Date: 07-06 at 07:50:36, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1617.34, max: 1724.03
Date: 07-06 at 07:51:57, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1607.02, max: 1709.79
Date: 07-06 at 07:53:19, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1588.41, max: 1694.36
Date: 07-06 at 07:54:36, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1677.12, max: 1799.64
Date: 07-06 at 07:55:56, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1667.82, max: 1819.58
Date: 07-06 at 07:57:06, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1677.01, max: 1872.29
Date: 07-06 at 07:58:32, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1609.62, max: 1879.29
Date: 07-06 at 07:59:55, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1637.33, max: 1844.66
Date: 07-06 at 08:01:15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1606.33, max: 1769.63
Date: 07-06 at 08:02:37, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1515.53(19) mean: 1635.11, max: 1813.83
Date: 07-06 at 08:03:54, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1505.84(19) mean: 1601.92, max: 1813.61
Date: 07-06 at 08:05:21, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1505.19(19) mean: 1569.85, max: 1848.61
Date: 07-06 at 08:06:39, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1505.19(19) mean: 1596.76, max: 1913.26
Date: 07-06 at 08:07:52, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1505.19(19) mean: 1640.20, max: 1945.92
Date: 07-06 at 08:09:09, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1505.19(19) mean: 1664.22, max: 1981.68
Date: 07-06 at 08:10:39, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1505.19(19) mean: 1562.64, max: 1594.40
Date: 07-06 at 08:12:03, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1505.19(19) mean: 1578.45, max: 1675.13
Date: 07-06 at 08:13:25, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1499.23(19) mean: 1579.86, max: 1701.36
