Date: 11-16 at 21:46:22, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1648.19(6), mean: 3687.46, max: 4722.42
Date: 11-16 at 21:47:36, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1500.74(12), mean: 2752.59, max: 4214.42
Date: 11-16 at 21:48:51, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1429.73(11), mean: 2620.74, max: 3853.80
Date: 11-16 at 21:50:06, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1429.61(11), mean: 2523.88, max: 3791.53
Date: 11-16 at 21:51:22, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1429.48(11), mean: 2535.71, max: 3806.83
Date: 11-16 at 21:52:38, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1429.48(11), mean: 2498.56, max: 3513.51
Date: 11-16 at 21:53:58, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1429.48(11), mean: 2459.59, max: 3485.81
Date: 11-16 at 21:55:17, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1429.48(11), mean: 2168.00, max: 3071.92
Date: 11-16 at 21:56:39, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1419.93(12), mean: 1533.55, max: 1741.10
Date: 11-16 at 21:57:57, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1380.01(12), mean: 1607.06, max: 1825.31
Date: 11-16 at 21:59:16, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1367.33(12), mean: 1675.53, max: 1898.14
Date: 11-16 at 22:00:36, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1308.12(11), mean: 1721.22, max: 1959.35
Date: 11-16 at 22:01:56, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1676.22, max: 2006.89
Date: 11-16 at 22:03:17, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1720.58, max: 2062.94
Date: 11-16 at 22:04:41, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1605.10, max: 1953.24
Date: 11-16 at 22:06:03, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1566.24, max: 1973.07
Date: 11-16 at 22:07:24, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1461.26, max: 1574.14
Date: 11-16 at 22:08:48, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1444.30, max: 1574.65
Date: 11-16 at 22:10:07, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1406.73, max: 1512.79
Date: 11-16 at 22:11:25, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1405.75, max: 1551.68
Date: 11-16 at 22:12:46, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1385.23, max: 1498.19
Date: 11-16 at 22:14:05, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1306.80(11), mean: 1428.80, max: 1561.99
Date: 11-16 at 22:15:22, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1300.88(11), mean: 1449.39, max: 1616.29
