Date: 12-23 at 16:41:04, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1383.86(14), mean: 2361.58, max: 2822.56
Date: 12-23 at 16:42:00, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1336.53(14), mean: 2316.91, max: 2881.53
Date: 12-23 at 16:42:52, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1242.78(12), mean: 2299.83, max: 2855.16
Date: 12-23 at 16:43:45, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.71(12), mean: 2318.89, max: 2800.43
Date: 12-23 at 16:44:40, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 2124.64, max: 2771.11
Date: 12-23 at 16:45:37, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1649.36, max: 2520.50
Date: 12-23 at 16:46:27, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1476.43, max: 1621.11
Date: 12-23 at 16:47:28, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1423.65, max: 1647.98
Date: 12-23 at 16:48:21, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1363.20, max: 1459.52
Date: 12-23 at 16:49:19, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1433.32, max: 1552.34
Date: 12-23 at 16:50:24, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1367.24, max: 1477.08
Date: 12-23 at 16:51:22, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1349.00, max: 1420.45
Date: 12-23 at 16:52:13, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1392.43, max: 1473.71
Date: 12-23 at 16:53:05, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1368.00, max: 1486.14
Date: 12-23 at 16:54:01, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1239.24(12), mean: 1306.01, max: 1382.07
