Date: 07-15 at 23:47:02, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1474.62(13) mean: 3393.43, max: 3968.67
Date: 07-15 at 23:47:58, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1270.63(13) mean: 3195.78, max: 3724.02
Date: 07-15 at 23:48:50, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1198.90(13) mean: 3123.96, max: 3684.49
Date: 07-15 at 23:49:44, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1198.47(13) mean: 2888.28, max: 3274.61
Date: 07-15 at 23:50:43, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1171.69(13) mean: 2498.53, max: 3215.47
Date: 07-15 at 23:51:49, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1097.18(13) mean: 1287.84, max: 1475.09
Date: 07-15 at 23:52:41, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 1026.41(14) mean: 1232.24, max: 1496.84
Date: 07-15 at 23:53:36, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 902.53(11) mean: 1169.79, max: 1446.49
Date: 07-15 at 23:54:27, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 902.53(11) mean: 1040.14, max: 1187.98
Date: 07-15 at 23:55:17, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 902.53(11) mean: 1002.98, max: 1104.29
Date: 07-15 at 23:56:10, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 902.53(11) mean: 995.98, max: 1079.52
Date: 07-15 at 23:57:00, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 902.53(11) mean: 990.16, max: 1058.16
Date: 07-15 at 23:57:49, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 902.53(11) mean: 1155.90, max: 1392.11
Date: 07-15 at 23:58:43, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 902.53(11) mean: 989.08, max: 1068.60
Date: 07-15 at 23:59:33, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 893.94(12) mean: 953.25, max: 1059.65
Date: 07-16 at 00:00:23, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 863.69(11) mean: 977.15, max: 1091.89
Date: 07-16 at 00:01:14, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 964.14, max: 1060.15
Date: 07-16 at 00:02:10, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 957.88, max: 1033.11
Date: 07-16 at 00:03:00, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 951.38, max: 1033.11
Date: 07-16 at 00:03:46, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 941.15, max: 1026.78
Date: 07-16 at 00:04:37, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 914.48, max: 1024.73
Date: 07-16 at 00:05:29, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 1002.86, max: 1346.06
