Date: 07-26 at 04:00:24, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1573.54(12), mean: 3484.40, max: 4306.03
Date: 07-26 at 04:01:19, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1363.80(12), mean: 3279.72, max: 4104.57
Date: 07-26 at 04:02:19, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1210.03(13), mean: 2944.61, max: 3872.15
Date: 07-26 at 04:03:24, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1198.35(13), mean: 2706.25, max: 3461.11
Date: 07-26 at 04:04:33, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1197.11(13), mean: 2553.23, max: 3216.28
Date: 07-26 at 04:05:39, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1197.11(13), mean: 2561.25, max: 3229.02
Date: 07-26 at 04:06:59, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1156.66(14), mean: 1290.88, max: 1429.49
Date: 07-26 at 04:08:08, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1111.44(14), mean: 1317.74, max: 1464.45
Date: 07-26 at 04:09:10, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1006.66(14), mean: 1289.77, max: 1490.41
Date: 07-26 at 04:10:10, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 960.77(13), mean: 1259.40, max: 1490.30
Date: 07-26 at 04:11:18, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 954.58(13), mean: 1181.02, max: 1425.44
Date: 07-26 at 04:12:23, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 930.08(12), mean: 1108.84, max: 1395.70
Date: 07-26 at 04:13:31, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 926.49(12), mean: 1032.41, max: 1147.30
Date: 07-26 at 04:14:29, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 926.49(12), mean: 1048.03, max: 1224.65
Date: 07-26 at 04:15:29, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 925.84(13), mean: 1011.11, max: 1196.64
Date: 07-26 at 04:16:36, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 903.29(12), mean: 983.11, max: 1032.28
Date: 07-26 at 04:17:45, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 902.00(12), mean: 1000.26, max: 1034.24
Date: 07-26 at 04:18:47, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.18(12), mean: 949.01, max: 1046.02
Date: 07-26 at 04:19:46, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 879.52(11), mean: 978.74, max: 1082.88
Date: 07-26 at 04:20:47, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 878.31(11), mean: 924.01, max: 1016.42
Date: 07-26 at 04:21:46, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 860.86(11), mean: 913.45, max: 955.85
Date: 07-26 at 04:22:48, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 857.27(11), mean: 910.80, max: 961.13
Date: 07-26 at 04:23:52, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 857.27(11), mean: 906.14, max: 956.64
