Date: 01-10 at 07:37:27, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 950.57(4), mean: 3093.90, max: 4008.70
Date: 01-10 at 07:38:00, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 852.44(6), mean: 2206.09, max: 3300.09
Date: 01-10 at 07:38:41, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 765.01(6), mean: 1699.55, max: 2691.37
Date: 01-10 at 07:39:12, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 713.88(5), mean: 1022.97, max: 1384.27
Date: 01-10 at 07:39:50, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 713.08(5), mean: 936.11, max: 1326.33
Date: 01-10 at 07:40:30, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 713.08(5), mean: 858.60, max: 1203.60
Date: 01-10 at 07:41:06, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 710.61(5), mean: 758.76, max: 835.40
Date: 01-10 at 07:41:37, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 678.33(5), mean: 710.20, max: 730.61
Date: 01-10 at 07:42:20, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 678.33(5), mean: 678.35, max: 678.64
Date: 01-10 at 07:42:59, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 678.33(5), mean: 678.35, max: 678.64
Date: 01-10 at 07:43:43, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 678.33(5), mean: 678.35, max: 678.64
Date: 01-10 at 07:44:14, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 642.74(4), mean: 675.98, max: 678.64
Date: 01-10 at 07:44:44, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 650.95, max: 678.64
Date: 01-10 at 07:45:11, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 640.58, max: 640.58
Date: 01-10 at 07:45:39, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 640.58, max: 640.58
Date: 01-10 at 07:46:17, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 640.58, max: 640.58
Date: 01-10 at 07:47:01, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 640.58, max: 640.58
Date: 01-10 at 07:47:58, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 759.88, max: 1579.49
Date: 01-10 at 07:48:39, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 727.23, max: 1279.99
Date: 01-10 at 07:49:20, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 683.86, max: 921.19
Date: 01-10 at 07:49:52, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 656.18, max: 848.13
Date: 01-10 at 07:50:33, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 680.39, max: 916.47
Date: 01-10 at 07:51:03, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.49, best obj: 640.58(4), mean: 645.19, max: 709.76
