Date: 08-07 at 11:10:11, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1550.42(17), mean: 2538.18, max: 2901.28
Date: 08-07 at 11:10:57, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1519.55(16), mean: 2289.35, max: 2840.60
Date: 08-07 at 11:11:41, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1512.97(16), mean: 2068.52, max: 2813.83
Date: 08-07 at 11:12:21, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1512.97(16), mean: 1986.89, max: 2727.60
Date: 08-07 at 11:13:04, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1512.97(16), mean: 1875.59, max: 2685.82
Date: 08-07 at 11:13:52, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1512.97(16), mean: 1818.73, max: 2695.32
Date: 08-07 at 11:14:36, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1512.97(16), mean: 1626.22, max: 1795.72
Date: 08-07 at 11:15:22, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1512.97(16), mean: 1636.16, max: 1788.04
Date: 08-07 at 11:16:04, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1501.66(18), mean: 1634.55, max: 1758.43
Date: 08-07 at 11:16:46, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1497.85(18), mean: 1647.59, max: 1763.21
Date: 08-07 at 11:17:29, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1497.85(18), mean: 1628.51, max: 1793.87
Date: 08-07 at 11:18:15, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1497.85(18), mean: 1661.76, max: 1830.89
Date: 08-07 at 11:19:01, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1360.78, best obj: 1497.85(18), mean: 1579.35, max: 1620.01
