Date: 07-17 at 02:42:05, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1416.27(13) mean: 3520.95, max: 4046.97
Date: 07-17 at 02:42:47, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1264.05(13) mean: 3238.47, max: 3866.60
Date: 07-17 at 02:43:30, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1148.30(13) mean: 3222.98, max: 3961.43
Date: 07-17 at 02:44:12, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1054.83(12) mean: 2566.52, max: 3327.23
Date: 07-17 at 02:44:55, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1018.99(12) mean: 2398.75, max: 3151.05
Date: 07-17 at 02:45:36, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1012.54(12) mean: 1921.60, max: 2617.04
Date: 07-17 at 02:46:24, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1002.75(12) mean: 1425.41, max: 2320.20
Date: 07-17 at 02:47:08, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 924.34(12) mean: 1155.48, max: 2279.35
Date: 07-17 at 02:47:51, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 896.06(11) mean: 1046.49, max: 1219.47
Date: 07-17 at 02:48:32, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 896.06(11) mean: 992.99, max: 1140.25
Date: 07-17 at 02:49:15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 896.06(11) mean: 969.91, max: 1110.46
Date: 07-17 at 02:49:56, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 957.26, max: 1087.24
Date: 07-17 at 02:50:34, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 957.35, max: 1098.60
Date: 07-17 at 02:51:18, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 990.45, max: 1137.61
Date: 07-17 at 02:52:00, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 949.26, max: 1110.60
Date: 07-17 at 02:52:46, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 865.47(11) mean: 912.69, max: 995.25
Date: 07-17 at 02:53:30, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 905.73, max: 989.44
