Date: 07-12 at 00:45:25, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 999.41(8) mean: 3267.80, max: 4162.99
Date: 07-12 at 00:46:22, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 963.81(8) mean: 2416.04, max: 3772.23
Date: 07-12 at 00:47:12, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 946.12(8) mean: 2430.97, max: 3690.65
Date: 07-12 at 00:48:08, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 861.20(8) mean: 1095.98, max: 1328.22
Date: 07-12 at 00:48:57, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 820.53(8) mean: 1027.14, max: 1349.99
Date: 07-12 at 00:49:44, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 772.13(7) mean: 1009.59, max: 1394.38
Date: 07-12 at 00:50:29, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 759.93(6) mean: 1042.42, max: 1400.18
Date: 07-12 at 00:51:22, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 751.52(6) mean: 1007.07, max: 1269.72
Date: 07-12 at 00:52:14, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 739.55(6) mean: 855.63, max: 1027.09
Date: 07-12 at 00:53:05, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 739.55(6) mean: 810.02, max: 919.64
Date: 07-12 at 00:53:54, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 739.55(6) mean: 753.47, max: 781.88
Date: 07-12 at 00:54:40, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 739.55(6) mean: 749.30, max: 781.88
Date: 07-12 at 00:55:28, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 739.55(6) mean: 749.29, max: 781.88
Date: 07-12 at 00:56:17, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 739.55(6) mean: 749.29, max: 781.88
Date: 07-12 at 00:57:07, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 739.55(6) mean: 749.29, max: 781.88
Date: 07-12 at 00:57:52, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 739.55(6) mean: 739.78, max: 743.01
Date: 07-12 at 00:58:38, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56 best obj: 739.55(6) mean: 741.65, max: 771.13
