Date: 07-07 at 23:56:39, iter: 1, new2, Khoo: 1613.59, current_best: 1837.76 best obj: 1837.76(23) mean: 2558.35, max: 2812.03
Date: 07-07 at 23:57:54, iter: 2, new2, Khoo: 1613.59, current_best: 1743.61 best obj: 1743.61(22) mean: 2404.43, max: 2745.86
Date: 07-07 at 23:59:16, iter: 3, new2, Khoo: 1613.59, current_best: 1739.65 best obj: 1739.65(22) mean: 2231.37, max: 2755.58
Date: 07-08 at 00:00:41, iter: 4, new2, Khoo: 1613.59, current_best: 1739.00 best obj: 1739.00(22) mean: 1952.90, max: 2681.66
Date: 07-08 at 00:01:56, iter: 5, new2, Khoo: 1613.59, current_best: 1739.00 best obj: 1739.00(22) mean: 1919.54, max: 2605.04
Date: 07-08 at 00:03:17, iter: 6, new2, Khoo: 1613.59, current_best: 1735.20 best obj: 1735.20(22) mean: 1828.00, max: 2035.22
Date: 07-08 at 00:04:31, iter: 7, new2, Khoo: 1613.59, current_best: 1714.54 best obj: 1714.54(21) mean: 1877.79, max: 2080.95
Date: 07-08 at 00:05:48, iter: 8, new2, Khoo: 1613.59, current_best: 1714.54 best obj: 1714.54(21) mean: 1895.51, max: 2007.86
Date: 07-08 at 00:07:08, iter: 9, new2, Khoo: 1613.59, current_best: 1714.54 best obj: 1714.54(21) mean: 1845.39, max: 2052.72
Date: 07-08 at 00:08:27, iter: 10, new2, Khoo: 1613.59, current_best: 1709.63 best obj: 1709.63(21) mean: 1776.03, max: 1849.25
Date: 07-08 at 00:09:44, iter: 11, new2, Khoo: 1613.59, current_best: 1699.91 best obj: 1699.91(21) mean: 1773.83, max: 1846.13
Date: 07-08 at 00:11:02, iter: 12, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1750.35, max: 1804.10
Date: 07-08 at 00:12:12, iter: 13, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1785.73, max: 1838.75
Date: 07-08 at 00:13:31, iter: 14, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1779.07, max: 1852.15
Date: 07-08 at 00:14:53, iter: 15, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1745.72, max: 1800.02
Date: 07-08 at 00:16:14, iter: 17, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1772.53, max: 1957.59
Date: 07-08 at 00:17:25, iter: 18, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1789.46, max: 2006.60
Date: 07-08 at 00:18:44, iter: 19, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1772.26, max: 1862.59
Date: 07-08 at 00:20:06, iter: 20, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1737.55, max: 1769.10
Date: 07-08 at 00:21:22, iter: 22, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1796.69, max: 1916.03
Date: 07-08 at 00:22:36, iter: 24, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1698.54(21) mean: 1790.28, max: 1954.50
Date: 07-08 at 00:23:47, iter: 25, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1699.81(21) mean: 1818.14, max: 1987.88
Date: 07-08 at 00:25:04, iter: 26, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1699.81(21) mean: 1857.74, max: 2018.60
Date: 07-08 at 00:26:22, iter: 28, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1699.81(21) mean: 1927.41, max: 2140.63
Date: 07-08 at 00:27:42, iter: 29, new2, Khoo: 1613.59, current_best: 1698.54 best obj: 1699.81(21) mean: 1802.83, max: 2073.16
Date: 07-08 at 00:28:58, iter: 30, new2, Khoo: 1613.59, current_best: 1684.75 best obj: 1684.75(22) mean: 1754.87, max: 1977.35
Date: 07-08 at 00:30:10, iter: 31, new2, Khoo: 1613.59, current_best: 1684.75 best obj: 1684.75(22) mean: 1772.87, max: 1846.60
Date: 07-08 at 00:31:30, iter: 32, new2, Khoo: 1613.59, current_best: 1684.75 best obj: 1684.75(22) mean: 1742.72, max: 1820.91
Date: 07-08 at 00:32:42, iter: 33, new2, Khoo: 1613.59, current_best: 1684.75 best obj: 1684.75(22) mean: 1754.94, max: 1838.28
Date: 07-08 at 00:33:59, iter: 34, new2, Khoo: 1613.59, current_best: 1669.74 best obj: 1669.74(21) mean: 1729.48, max: 1808.39
